bldg_id,PUMA,AGEP,PINCP,SEX,ESR,price_tier
UnitedStates_030223203_1060882,3210,55.888737,31474.15,2,6,4
439633853,3203,57.011795,14928.202,2,6,2
439633858,3203,42.41916,16124.406,2,1,3
410108374,3211,61.52162,25980.404,2,6,3
439633857,3203,67.998245,55983.645,1,6,5
UnitedStates_030223203_833288,3210,44.432507,16233.36,2,1,3
1051577880,3210,23.065046,2.71335,1,6,1
58366895,3213,32.28427,23073.096,2,1,3
823791824,3202,57.89209,69115.25,1,2,5
942267801,3209,60.81394,0.0,2,6,1
71187490,3211,43.861324,9419.257,2,1,2
225789484,3202,71.54507,26614.805,1,6,5
1211475532,3208,89.9707,53097.594,1,6,5
823791824,3202,43.43481,0.0,2,6,5
330297890,3211,61.55018,17228.78,2,6,2
823791824,3202,59.947395,23135.389,2,1,5
890957020,3208,29.087063,978.1426,2,1,1
369212695,3212,37.672466,18190.785,2,1,3
689762041,3209,68.05965,44547.438,2,6,4
58477845,3213,43.03659,123563.64,1,1,5
379416731,3211,42.35707,33815.86,2,6,3
58366895,3213,88.29532,28208.379,2,6,3
823791824,3202,37.507183,102252.44,1,1,5
717902785,3202,62.69172,55724.18,1,1,5
823791824,3202,46.299118,37054.5,1,6,5
1188355670,3212,38.858437,14107.047,2,1,3
UnitedStates_030223203_155314,3210,47.79699,0.13368566,2,6,1
1241713350,3209,52.02562,64232.004,2,1,4
225789484,3202,14.036007,12630.449,2,1,5
330297912,3211,13.076912,7810.3804,2,1,2
439633867,3203,52.781654,0.0,2,6,1
59584911,3211,31.11991,11184.711,1,6,2
650256089,3209,59.790203,0.0,2,6,1
1000627212,3209,50.61782,0.26544526,2,6,1
376626894,3212,75.902054,0.48981518,2,6,1
225789484,3202,47.935043,92220.77,1,1,5
UnitedStates_030223203_339501,3210,26.583817,36682.25,1,1,4
439633864,3203,71.02483,653.5264,2,6,1
58414469,3212,65.319626,5062.986,2,6,2
919793445,3209,67.31204,72423.57,2,1,5
1080866859,3213,64.633606,30574.879,2,1,3
225789484,3202,27.902224,45426.08,2,1,5
58366895,3213,26.54927,23774.803,2,1,3
375029903,3212,53.68483,4528.857,1,6,2
UnitedStates_030223203_234079,3209,42.860374,47303.71,1,1,5
1221126941,3212,60.14251,24040.111,2,6,4
UnitedStates_030223203_921821,3210,56.546257,67889.5,1,1,5
856670827,3211,69.88629,85146.51,2,1,5
415876737,3213,59.697205,56552.785,1,1,4
823791824,3202,70.04071,32768.89,2,6,5
1313381359,3212,39.56936,0.0,2,3,1
863583883,3208,36.136654,8620.354,1,1,2
439633864,3203,18.56952,0.37411654,2,6,1
58366895,3213,73.85474,22585.88,1,6,3
58799488,3211,35.786625,1849.2429,2,1,1
852227456,3209,25.769434,38025.758,2,1,4
900543117,3208,18.867012,10.14004,2,6,1
1028662749,3213,64.408104,21841.844,1,6,3
823791824,3202,35.78815,67974.43,1,1,5
58828234,3211,58.16018,20257.242,2,1,3
992048769,3212,21.084606,5099.779,2,3,2
UnitedStates_030223203_1028005,3212,52.31938,63024.355,1,6,5
439633858,3203,74.36124,20018.629,1,6,3
375584531,3212,47.346184,28762.95,2,1,4
439633857,3203,56.55524,118739.33,1,1,5
1243743672,3208,26.472475,66578.98,1,1,5
220189007,3208,49.894268,8103.251,1,6,2
5703865,3209,60.278584,355.0077,2,6,1
225789484,3202,58.917366,35763.758,1,1,5
651701391,3208,58.614693,0.069812015,1,6,1
717902785,3202,30.282902,55690.02,1,1,5
405711496,3211,19.388659,34.619972,1,6,1
60725183,3212,62.154636,52176.355,1,6,4
823791824,3202,69.14462,47260.29,1,6,5
58431587,3211,30.64761,31604.271,2,1,3
1065572198,3212,68.698906,17892.408,1,6,3
58366895,3213,60.91333,11725.572,1,1,3
1050666035,3212,48.467762,0.0,2,3,1
858303873,3208,29.736479,4.135852,1,1,1
UnitedStates_030223212_82673,3213,35.49139,0.91588354,1,6,1
1047450336,3213,81.36719,19574.617,2,6,3
473375156,3209,63.454094,10586.935,2,6,2
264321737,3211,34.009884,18458.418,1,6,3
1027129701,3213,14.270718,818.125,1,6,1
1042041077,3209,55.67269,32023.336,1,1,3
885164417,3212,78.0714,5664.4756,2,6,2
69021564,3211,40.5323,8547.194,1,6,2
439633861,3203,82.15292,11958.09,2,6,2
1539284,3211,75.87353,10048.38,1,6,2
812992759,3210,35.87983,2.2451427,2,6,1
225789484,3202,10.0951805,35666.72,1,1,5
717840097,3208,43.54829,5616.528,1,6,1
823791824,3202,25.578463,47070.87,2,1,5
7202872,3209,41.64054,0.0737851,2,6,1
731827993,3208,39.96521,20822.613,1,1,4
717900857,3208,48.516827,9572.469,2,1,2
UnitedStates_030223203_328096,3210,65.76444,43795.586,1,1,5
823791824,3202,53.121063,116604.266,1,1,5
415869781,3213,64.19121,769.60565,2,6,2
381598835,3211,30.602646,717.4609,1,6,1
1171585523,3212,75.12481,13813.42,1,6,3
UnitedStates_030223212_44931,3213,36.409927,15810.236,1,6,2
1160769462,3210,80.57083,112.45386,2,6,1
823791824,3202,39.486748,4974.895,2,6,5
71187436,3211,14.850422,8925.144,1,1,2
166087713,3210,40.847137,787.1615,1,6,1
1027193760,3212,36.235954,0.8003296,2,6,1
774747259,3209,61.683865,50829.81,1,6,5
1285592324,3212,50.732822,361.4616,1,6,1
58366895,3213,40.971695,19956.637,1,1,3
1285842902,3208,40.236374,82269.28,2,1,5
717902785,3202,42.626644,34494.81,1,1,5
728797126,3208,25.96459,12103.861,1,6,3
13287595,3211,65.95055,20617.14,2,6,3
766832092,3208,77.45994,14349.511,2,6,3
UnitedStates_030223203_416450,3210,22.279991,22206.225,2,6,3
717902788,3202,78.43701,109962.68,2,1,5
69000343,3211,33.995567,12511.107,1,6,2
439633868,3203,42.333206,18.002409,1,6,1
439633858,3203,41.34259,24577.463,2,1,3
1047737755,3212,47.42858,1926.8181,1,6,1
812992759,3210,31.450758,0.0,2,3,1
921352400,3209,55.14585,142071.64,1,1,5
386882371,3213,65.63335,6268.364,2,6,2
225789484,3202,33.33604,74233.55,1,1,5
993533607,3211,63.659534,61311.258,2,1,5
439633853,3203,43.523605,8850.065,2,1,2
823791824,3202,43.788982,14526.939,2,1,5
58431587,3211,79.278015,22841.518,2,6,3
932508368,3208,50.16944,48569.445,2,1,5
439633852,3203,53.735516,54311.605,2,6,4
UnitedStates_030223212_93474,3213,17.1218,13358.739,1,6,2
439633853,3203,74.4078,17872.148,2,6,2
UnitedStates_030223203_695243,3209,64.83061,4102.4873,2,6,1
717902785,3202,9.656551,0.5265901,1,6,5
225789484,3202,24.650654,21369.742,2,1,5
1027129694,3213,53.953156,5888.938,2,6,2
1047453590,3212,48.98744,49812.816,2,6,5
UnitedStates_030223203_83111,3210,59.315044,33313.43,1,6,4
439633853,3203,51.381954,13005.377,2,6,2
UnitedStates_030223203_1050264,3210,66.00783,6388.1455,2,6,2
823791824,3202,35.184364,44328.84,1,1,5
1091906643,3211,20.128796,0.0,2,6,1
68961623,3211,69.26021,4762.653,1,6,2
1118802632,3210,37.05639,40967.188,2,1,5
UnitedStates_030223203_655767,3210,48.35561,37694.367,1,6,5
225789484,3202,49.722523,51767.297,1,6,5
439633857,3203,55.027157,61477.66,1,1,5
UnitedStates_030223203_1043962,3210,42.09847,0.36488795,2,6,1
627264807,3208,60.599678,9354.946,2,6,2
58366895,3213,42.077965,17409.018,2,6,3
1027115431,3213,54.881695,4021.8372,2,1,2
1020931925,3202,61.82277,74737.19,1,6,5
1054834558,3210,36.730236,12502.388,2,6,2
317687163,3211,37.43831,20255.04,2,6,2
225789484,3202,26.881378,12083.618,2,1,5
439633853,3203,2.0781937,3670.1755,2,6,2
852575274,3211,70.14001,27267.582,2,6,3
UnitedStates_030223212_33731,3213,87.66176,27574.732,2,6,3
439633861,3203,34.982872,6520.992,2,6,2
439633864,3203,42.423275,0.0,2,6,1
1218515966,3212,42.24335,3198.373,1,6,2
1126503477,3210,36.45252,0.70042634,2,6,1
1154806746,3209,50.66804,61370.69,2,1,4
439633863,3203,33.70675,75312.234,2,1,4
823791824,3202,57.8119,0.0,2,6,5
225789484,3202,30.88062,39332.32,1,1,5
UnitedStates_030223212_76385,3210,36.348087,28355.11,2,1,4
439633864,3203,63.63326,1455.9216,2,6,1
1027115455,3213,29.054981,15705.111,2,1,2
823791824,3202,37.113804,148105.7,1,1,5
771518432,3208,39.05326,41217.45,1,6,4
644854341,3208,32.44352,1454.5884,1,1,1
439633864,3203,28.88949,0.33413145,2,6,1
409002790,3211,43.916183,95390.8,1,1,5
1031358774,3210,33.941128,2153.0417,1,1,2
58431587,3211,61.9007,25739.67,1,1,3
225789484,3202,83.14812,30958.23,2,6,5
644854341,3208,61.45154,0.6504518,1,6,1
691532459,3209,48.143867,13367.444,1,6,2
727072839,3208,45.48717,31176.922,1,1,4
823791824,3202,49.498775,12930.328,2,1,5
439633861,3203,74.594574,6796.4297,2,1,2
177074796,3213,68.83937,11051.052,1,6,2
823791824,3202,42.2558,55779.688,2,1,5
UnitedStates_030223203_778709,3212,43.10548,70129.125,1,1,5
852154461,3212,87.319855,25821.965,2,6,3
858858035,3208,40.440903,69196.44,2,1,4
949496135,3209,32.596123,80941.37,1,1,5
780624326,3212,18.227772,0.45660886,1,6,1
779008836,3211,84.95163,1807.947,2,6,1
1027202805,3212,73.186554,5418.28,2,6,2
411823095,3211,40.798996,82313.234,2,1,5
71187430,3211,63.98087,0.0,2,6,1
1124900353,3213,25.746796,15814.429,2,1,2
966231235,3212,54.60537,11982.465,1,6,2
717902785,3202,40.542587,45857.266,1,1,5
105360201,3211,58.385612,104649.055,1,1,5
717902785,3202,60.89983,85.99987,2,6,5
860174701,3208,72.25707,26805.475,2,6,3
882068688,3208,45.09023,14051.079,2,6,3
439633864,3203,36.53987,0.60280013,2,6,1
1080866862,3213,64.61709,20768.291,2,6,3
823791824,3202,45.47609,111791.01,2,1,5
823791824,3202,59.160145,82504.6,2,1,5
439633857,3203,65.61902,100938.72,2,1,5
UnitedStates_030223212_66970,3213,61.875797,28709.316,1,1,3
439633851,3203,48.124645,43139.742,2,1,4
449443646,3212,37.731705,31262.941,2,1,4
823791824,3202,23.066628,67532.98,1,1,5
1161374398,3210,45.063602,8575.718,1,1,3
UnitedStates_030223212_150360,3213,73.68112,90399.62,1,1,5
69118038,3211,59.124847,9163.125,1,6,2
58366895,3213,29.118221,24171.775,2,1,3
UnitedStates_030223203_405740,3210,45.622204,9121.758,1,6,2
415881907,3213,45.440712,67772.34,1,1,4
58414471,3212,54.985695,3798.5635,2,6,2
69117939,3211,20.9426,56452.824,1,1,4
58366895,3213,58.12239,26826.957,2,1,3
UnitedStates_030223203_1004807,3210,44.9619,17581.95,1,1,4
914751961,3208,38.29108,45257.65,2,1,5
UnitedStates_030223203_562107,3209,24.275158,53986.523,2,1,4
439633861,3203,99.0,3521.01,2,6,2
68997030,3211,22.947037,7901.0415,2,6,2
225789484,3202,26.63255,56772.125,1,1,5
UnitedStates_030223203_355415,3210,57.283234,29150.844,2,6,4
UnitedStates_030223203_624318,3209,71.416794,21592.865,2,6,3
865148956,3211,72.87843,9119.191,1,6,2
105506811,3211,52.13953,211581.47,1,1,5
717902788,3202,38.08564,36574.414,2,1,5
1121072470,3210,46.968124,29963.078,2,1,4
1126498380,3208,51.668964,37024.617,2,1,4
UnitedStates_030223203_788618,3210,31.460081,44944.17,2,1,4
59123833,3211,38.85222,7001.4565,2,1,2
512995085,3210,54.880756,11224.422,1,1,2
69134132,3211,54.761684,38661.703,2,2,4
885343491,3209,29.567616,71381.63,2,1,4
1138158923,3209,65.08305,1076.1493,2,6,1
439633853,3203,49.9054,11265.596,1,6,2
439633851,3203,27.334867,57212.383,2,1,4
469120721,3211,68.412834,134961.44,2,6,5
UnitedStates_030223212_43894,3211,82.98123,5278.213,2,6,2
439633866,3203,53.31478,54965.242,2,1,4
58366895,3213,48.67688,27627.404,2,6,3
397505137,3211,78.56205,36530.527,2,6,3
949739275,3209,35.18244,2768.8633,2,6,1
375478703,3212,37.044827,15144.226,1,1,3
327153434,3209,49.37582,0.0,2,3,1
UnitedStates_030223203_495514,3209,53.78325,92475.03,1,1,5
439633852,3203,32.63758,27392.275,2,1,4
225789484,3202,85.13971,48695.09,1,6,5
58826248,3211,40.008656,8485.688,2,1,2
375031426,3212,60.856197,10325.876,2,6,3
1228291691,3211,39.109924,0.0,1,6,1
58326453,3208,57.354324,99.16188,2,6,1
UnitedStates_030223203_716548,3210,45.663147,19927.463,1,1,3
1118801252,3210,11.214645,34742.69,1,1,5
58366895,3213,62.891014,28953.9,2,1,3
1285839729,3208,41.657158,12161.453,1,1,3
823791824,3202,18.589268,12448.286,2,1,5
58366895,3213,55.923946,24421.404,1,6,3
415875197,3213,65.201515,34628.633,2,6,3
717902785,3202,32.703815,0.9375424,2,6,5
439633854,3203,36.132034,94.190994,2,6,1
UnitedStates_030223203_333210,3210,24.85261,17047.041,2,6,3
UnitedStates_030223203_917025,3212,39.796867,5896.689,1,6,2
512995085,3210,62.79074,7041.4985,2,6,2
439633858,3203,80.061844,31552.592,1,6,3
823791824,3202,43.673286,22346.785,2,1,5
UnitedStates_030223203_573148,3209,47.772987,49374.656,2,6,4
1115801486,3212,48.735065,73467.97,1,1,5
439633858,3203,47.56857,20322.688,1,1,3
225789484,3202,45.356915,25249.48,2,6,5
474831290,3209,48.58066,7918.4233,2,6,2
439633864,3203,57.064987,0.7947942,2,6,1
823791824,3202,65.802444,73890.625,2,1,5
910657912,3211,47.217487,3412.2715,2,6,2
1023025605,3212,74.06246,18850.54,2,3,3
732003730,3208,52.633163,3535.2466,2,6,2
439633858,3203,70.41233,17039.338,2,6,3
439633858,3203,66.93666,23215.18,1,6,3
939993614,3208,74.40889,8327.909,2,6,2
UnitedStates_030223212_139271,3210,30.105198,0.0,2,6,1
935905407,3209,27.619482,53420.785,2,1,5
316896188,3208,23.299896,0.06102516,2,6,1
288142124,3210,19.879408,6498.968,2,1,2
908479952,3211,46.66664,155655.1,1,6,5
599649535,3210,46.382538,5788.765,1,3,2
857962486,3208,47.554214,0.45435327,2,6,1
UnitedStates_030223203_222343,3210,56.87533,6202.247,2,6,2
1118802632,3210,71.93056,79473.13,1,6,5
439633858,3203,15.783962,39997.33,2,1,3
439633869,3203,77.8062,23840.877,1,6,3
691702499,3209,37.416775,2021.3967,2,6,1
1153627384,3210,34.289524,11355.672,2,1,3
1031358771,3210,19.583445,0.0,1,6,1
644854354,3208,65.982635,10584.915,1,6,2
512995085,3210,66.70243,4963.2354,2,6,2
586981935,3213,32.95269,55792.617,2,1,4
493918458,3208,43.38574,6.433439,1,3,1
385519117,3212,58.638496,70597.79,1,1,5
717902785,3202,76.31918,9866.007,2,6,5
58366895,3213,43.5358,25450.945,2,1,3
58366895,3213,19.10949,21603.123,2,1,3
439633853,3203,25.404253,12318.265,2,1,2
823791824,3202,76.53806,24886.973,2,6,5
1175596184,3209,47.442245,0.64028996,2,6,1
717902785,3202,53.529694,173648.73,1,1,5
58366895,3213,82.1395,24861.328,1,6,3
1027135678,3213,17.3653,0.6260094,1,6,1
1027129671,3213,96.93537,49242.61,2,6,4
UnitedStates_030223203_1094057,3210,43.462708,19087.986,2,1,3
914192053,3209,68.25182,30825.123,1,6,4
382605563,3212,53.48201,0.0,2,6,1
UnitedStates_030223203_28365,3210,70.03774,11114.314,1,6,2
439633851,3203,98.8598,41507.465,2,6,4
1027129701,3213,19.980825,6.853523,1,1,1
714496699,3208,70.44684,165.25258,2,6,1
379485633,3211,42.146843,10296.766,1,1,2
942267801,3209,44.650253,0.0,2,6,1
823791824,3202,87.66666,83559.67,1,6,5
439633865,3203,27.08843,0.0,2,6,1
UnitedStates_030223203_461058,3210,77.15518,2012.1381,2,6,2
823791824,3202,65.47362,27111.633,1,6,5
823791824,3202,77.32631,135989.88,2,6,5
3480836,3208,77.912056,1321.7567,2,6,1
10011997_1,3211,38.90836,175271.08,2,1,5
UnitedStates_030223203_1049375,3210,62.42639,37486.402,1,6,3
439633853,3203,51.331127,2510.866,2,6,2
59123830,3211,36.662746,12985.77,2,1,2
UnitedStates_030223203_95762,3209,80.22266,1589.1937,2,6,1
1118988597,3213,34.064507,3895.4468,1,3,2
686982329,3211,47.59194,8266.151,2,6,2
432668212,3212,68.196526,15071.561,2,6,3
439633858,3203,54.11724,30022.574,2,1,3
823791824,3202,51.230415,48846.117,1,6,5
439633858,3203,53.66311,15859.091,2,6,3
891130247,3208,48.609055,1506.5076,2,6,1
UnitedStates_030223203_573996,3209,45.290665,58816.457,1,1,4
439633868,3203,47.462696,1.676999,2,6,1
417955610,3211,30.051521,6163.2188,2,1,2
32463350,3212,64.309326,0.68641657,2,6,1
439633860,3203,47.026005,8132.7124,1,6,2
UnitedStates_030223203_2264,3209,63.789665,66209.83,1,6,5
1161090256,3210,57.143627,0.0,1,6,1
155058503,3211,70.31823,42622.582,2,1,4
225789484,3202,35.428326,39524.395,2,1,5
439633851,3203,50.272797,46531.43,2,1,4
UnitedStates_030223212_32273,3211,19.232145,3.9720478,1,6,1
UnitedStates_030223212_67925,3210,60.914585,14537.237,2,6,3
UnitedStates_030223212_137798,3213,26.018383,13895.211,1,1,3
877785008,3208,75.3952,12671.279,1,6,2
731879175,3208,79.05259,7199.739,2,6,2
439633867,3203,61.835693,1537.4175,1,6,1
439633864,3203,68.82025,2251.4275,2,1,1
UnitedStates_030223203_844278,3210,50.587303,51614.62,1,1,5
439633853,3203,79.32936,8418.328,1,6,2
1011542917,3212,48.095825,76894.76,2,1,5
439633868,3203,52.678192,0.65431255,2,6,1
1079499984,3211,71.32161,71704.36,2,6,5
UnitedStates_030223212_111725,3210,31.014935,0.0,2,6,1
UnitedStates_030223203_99382,3210,40.886253,6319.9395,1,1,2
58366895,3213,33.36576,20173.625,2,1,3
225789484,3202,38.142487,70113.75,1,6,5
823791824,3202,51.10393,72675.836,1,1,5
