utc_timestamp,local_timestamp,id_type,caid,location_name,top_category,sub_category,street_address,city,state,zipcode,geohash_5,census_block_group,naics_code,brands,minimum_dwell,safegraph_place_id,placekey
1735705427,1735687427,idfa,354cc6426151f638b782dbf9e4f1e32dc90a1d62956952b336cd685404a3ce21,North Oconee River Greenway III,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,n oconee river greenway iii,athens clarke county,georgia,30605,dnh9p,130591505001,712190,"",5.0,sg:dbcecef06eb64afba2b782f911d0ece4,zzy-223@8g7-njh-75z
1735703073,1735685073,idfa,e9c5fc1ffff68b92322a6c42f3bef273f2d7a4b0d002823469e89f6f91db7cf8,Super Max Auto Repair,Automotive Repair and Maintenance,General Automotive Repair,34110 michigan ave,wayne,michigan,48184,dps8w,261635664001,811111,"",0.0,sg:8e3f0ff71ee7405c95c7d6e626306d7a,222-222@63t-ypw-tqf
1735744480,1735722880,idfa,eb6d51a19490f38ef120a643c1042614ed4155bef72185c465e89b4e4ed8b535,Anytime Fitness,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,14820 metcalf ave,overland park,kansas,66223,9yutj,200910534172,713940,Anytime Fitness,0.0,sg:0bd40f04a52744fbbd4ee8afed1a0094,222-222@5pr-5vt-sbk
1735741835,1735720235,aaid,12c74ddfd13c9eee88c132a6998ad99a948892d0d04140b7798c789f005b8cfc,Self Made Training Facility,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,3584 south hills ave ste 100,fort worth,texas,76109,9vff0,484391042021,713940,Self Made Training Facility,0.0,sg:04ad93f07dca3ac99efa66986f75f7c8,zzy-222@5qw-vyc-5vf
1735745471,1735723871,idfa,616e30da264f4be021ed781092905171991f18f014fd439a38b652a02c90b812,Mel O Glaze Bakery & Donut Shop,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,4800 28th ave s,minneapolis,minnesota,55417,9zvxw,270530118004,722515,"",0.0,sg:a2ee8fe39919432aa8f0cc4d90ea3720,22r-222@5s8-chz-6zf
1735778457,1735760457,idfa,0acd48358efa78eb3e857b4827b9f8b48a75bc6a5324ed72b21ac12a4494bfa7,pOpshelf,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,112 sunset dr,johnson city,tennessee,37604,dnmqv,471790604004,452319,pOpshelf,0.0,sg:73e772cf906735df98092a3c56e64b6f,222-227@8gf-npb-kfz
1735756607,1735738607,aaid,efc4e954f78d9f23160e53077eb9bdbaa158db91519ae0d18214f0ab3dc8ea5d,The Envelope,"Office Supplies, Stationery, and Gift Stores",Office Supplies and Stationery Stores,60 n main st,centerville,ohio,45459,dph1k,391130403022,453210,"",0.0,sg:484b79056fbd32318d44ec23b6ca2956,22c-222@63j-f67-3bk
1735827080,1735805480,idfa,4aa1e8d391d5d1360d1927ef19d1819901c533e711d23ea211c90b9600d84a60,Watermill Express,Specialty Food Stores,All Other Specialty Food Stores,714 calle milpa verde,brownsville,texas,78521,9udeq,480610133072,445299,Watermill Express,0.0,sg:3ba04aebbfe445fdbfea4197bba8cf71,zzw-222@8t8-4wr-xqz
1735762690,1735744690,aaid,504f415e0fb65bc16eab60e5c124ca5cdc17beba77ea4815db4e3ae7c128991d,BeautyFit,Personal Care Services,"Hair, Nail, and Skin Care Services",4747 n nob hill rd,sunrise,florida,33351,dhwuv,120110601132,81211,"",0.0,sg:ce8f0921cd713cfeaa66b74d1c288a98,222-226@8fw-2zx-wtv
1735763689,1735734889,idfa,aba6b0e5de7c81f9dbed6eea4f25bd22fd9298fc05e5a8563bb0ef03c0cfbb45,Escondido Lowe's,Building Material and Supplies Dealers,Hardware Stores,620 w mission ave,escondido,california,92025,9musr,060730203072,444130,Lowe's,0.0,sg:0ec1365813a2458dbdfa3ef3bd1734ed,222-222@5z5-t29-9cq
1735839605,1735821605,idfa,7a15955d1df7595ad795e40c1414452413e18cf70bf59c9ba2e8706d3eab14de,Allwood Park,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,1175 route 3,clifton,new jersey,07012,dr722,340311243224,712190,"",0.0,sg:2264f4b23c6b4129af532cd0983ffa07,zzz-222@627-txm-vj9
1735771093,1735753093,idfa,f2b23d173c10dc29dabf758a21e18fe5403027f4a7d2ffb82896e3e063a3c521,Tallahassee Nurseries Inc,Furniture Stores,Furniture Stores,2911 thomasville rd,tallahassee,florida,32308,djkj6,120730017003,442110,"",0.0,sg:81194bea053744578ccd73daf0af0046,222-222@8gh-n2z-mc5
1735842541,1735817341,aaid,09ad638c9daacf2505ce4871f3535b3bd1e57147731f08cac6116179e13290dd,Sno To Go,Restaurants and Other Eating Places,Limited-Service Restaurants,801 pate st,carlsbad,new mexico,88220,9tvb7,350150004013,722513,"",0.0,sg:ccf5adb3798d4d5fa9abfbfd6e8dceba,zzw-222@8tj-gbf-r49
1735827082,1735809082,idfa,b2b17b461ad58828f5255ee831ead490896981898fc662ad8d44d1e5e0fe0fda,Balm In Gilead Missionary,Religious Organizations,Religious Organizations,10820 frank ave,cleveland,ohio,44106,dpmun,390351192021,813110,"",0.0,sg:c6ccd5cd1c193fd5924a699a708c4059,229-222@63v-9y5-m49
1735773550,1735751950,idfa,fbafa766baecfa8bcbf2184d9b1304b98d08d04df7545df9997717bc0305fc7f,Hard Eight BBQ,Restaurants and Other Eating Places,Full-Service Restaurants,1091 glen rose rd,stephenville,texas,76401,9vdpm,481439506001,722511,"",0.0,sg:e6f0a7e99ae04e46be7f7941466cfc52,zzw-222@8sz-p3w-snq
1735706013,1735684413,aaid,8fa368dc9cf01e6b15659a0a9af0c8b9fcd38746ef2b519cc6a562dc7858134c,Mariscos Luis,Restaurants and Other Eating Places,Full-Service Restaurants,4225 w 47th st,chicago,illinois,60632,dp3tg,170315703003,722511,"",80.0,sg:b892eea694c1435a9eb848e59f8c3cef,222-222@5pw-6cw-tqf
1735765493,1735743893,idfa,94f02128acd85f49cab31076e8028b8c72d0f10326ce50aea32e69b5183631cc,Constant Clean Maid Service,Services to Buildings and Dwellings,Janitorial Services,10200 broadway,crown point,indiana,46307,dp3gs,180890430012,561720,"",1.0,sg:35c199f0b26e3c1c861eb4b9e0adf0ee,222-222@5pv-ykf-qfz
1735775140,1735753540,idfa,bf07cd11b71ccb32f81bf48b090001abe89df625d238b6641d3fe05e33015fd0,Northside Music School,"Sporting Goods, Hobby, and Musical Instrument Stores",Musical Instrument and Supplies Stores,11918 vance jackson rd,san antonio,texas,78230,9v3bh,480291813011,451140,"",0.0,sg:d0402e086df638fe8492c2780a71dbf9,222-224@8sz-tby-jqf
1735740572,1735718972,idfa,96e89773f3a54ca771e660c4fdb34ed853786612e41a9a577d82866b24a2b49e,United States Postal Service (USPS),Postal Service,Postal Service,15243 bcr 402,leopold,missouri,63760,dn85c,290179502004,491110,United States Postal Service (USPS),0.0,sg:7664f198e65e46379471458200122788,222-222@5pj-rtw-9j9
1735840480,1735822480,idfa,703967698be59b509a7e7a00c6cf6e6e4f8eb50c2b96dac58350431352d2db59,Bega Trans,Couriers and Express Delivery Services,Couriers and Express Delivery Services,809 hartland dr,troy,michigan,48083,dpsfh,261251970001,492110,"",0.0,sg:b6f91b4168884d1aaf943f6795fc9367,228-222@63v-4mw-dd9
1735832189,1735814189,idfa,0313e2bf317cd96a9753f86666d8b63d6d75711e67d7f64519dcfda7b26facc3,Sterling Forest State Park,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,sterling forest state park,ringwood,new york,10987,dr74q,360710148002,712190,"",0.0,sg:c0c89e84a4cf42bca4fe7af3fe348f56,zzz-222@629-gtj-g6k
1735773917,1735745117,other,2559badcb52089747f27b22ec3a4d61fbce27889e0cd52ef5d550e030a0cc9e6,The Crowley Co Small Business Marketing Consulting,"Management, Scientific, and Technical Consulting Services",Marketing Consulting Services,1961 w 83rd st,los angeles,california,90047,9q5c5,060372381004,541613,"",0.0,sg:f3b0a17176103fe79986d6c8574e7d3f,22f-222@5z6-3qb-qpv
1735709648,1735680848,idfa,44a4aaac9eb2176a40a3904a727e6cee301217e10240f4b970b72245d246f29f,Orange County Personal Training,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,924 n grand ave,santa ana,california,92701,9qh0n,060590744061,713940,"",0.0,sg:9f6a65100e8b38da977d862538462443,23d-222@5z4-ryx-p5f
1735735861,1735714261,aaid,8a34b2977911f8b34cf964c44928fbc5444f1c136f4226a591ef8c8f00993ee3,Ethical Hacking & IT Services,Electronic and Precision Equipment Repair and Maintenance,Consumer Electronics Repair and Maintenance,3007 s 21st st,omaha,nebraska,68108,9z7f8,310550024004,811211,"",0.0,sg:5174eccb45163d4eb8df460092618cee,224-222@5p2-2md-qfz
1735745788,1735727788,idfa,97e061ed2ff4f0532709e1ab8d2acf69bed5e6159416730ee9f020fc2ad96a59,Rob & Sons Garage Door,Other Specialty Trade Contractors,,5030 w pike plaza rd,indianapolis,indiana,46254,dp4dt,180973103062,2389,"",1.0,sg:2f63c65ae28734b8848c4d23aa22652a,222-223@5pv-b56-9j9
1735836133,1735818133,idfa,db8a9b29947d43b168d492868e1dbf8fc55675a92a3eb224cfb21c140bf0f380,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,138 xenia towne sq,xenia,ohio,45385,dph3f,390572401002,452319,Family Dollar Stores,0.0,sg:367f4a962c7a4c55ace3eb2a2380488b,225-222@63h-gbf-qxq
1735851792,1735830192,aaid,3bb7d6018af796213a9732a0513725b8b0c50ea31927ad8fc478ee5f9e840b9f,Arcright Welding & Repair,Architectural and Structural Metals Manufacturing,Ornamental and Architectural Metal Work Manufacturing,25030 w tow path ln,channahon,illinois,60410,dp37b,171978833051,332323,"",0.0,sg:ef292c621480377083064fc2ad6b2833,227-222@5pw-q4g-2p9
1735739165,1735713965,idfa,b1bd5a9f5347af933baf644c989e3b56464fd73bd804d4efcb8a5db2a8181cf5,Bike Emporium,"Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores,8433 e mcdonald dr,scottsdale,arizona,85250,9tbqt,040132170022,451110,"",0.0,sg:6ce46775c80842098b8da4c91a46fdce,23r-222@5zb-xns-n89
1735745882,1735727882,idfa,a4873c91a951e1bf9e79d68a18384e2bb13917e9bb17f182d9028003954010a0,Maddcatt Vapors,Other Miscellaneous Store Retailers,Tobacco Stores,200 s george st,cumberland,maryland,21502,dppcx,240010010002,453991,"",2.0,sg:da3f002a778b4d8ca1fe3d7c3ca594ba,225-222@63d-cb7-8jv
1735773795,1735755795,idfa,cda62798660bf9861fbe7e2c82fe9a0110c8bb2f7225aa01d6e0f9c41bd47e76,Kentuckiana Shotokan Karate Do,Other Schools and Instruction,Sports and Recreation Instruction,9103 galene dr,jeffersontown,kentucky,40299,dng1k,211110111062,611620,"",0.0,sg:464ba262e5ed3a5687d7765836d9f156,233-222@5py-jhz-9j9
1735769821,1735751821,idfa,af45c9946463d9f47373374c8483eac9f23f3211f1318901eb83610794418150,Orange Julius,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,917 route 28,south yarmouth,massachusetts,02664,drqhf,250010120023,722515,Orange Julius,0.0,sg:d5ab8f584560325983c46e8ae20bbd15,224-223@62j-ykp-pn5
1735708116,1735679316,idfa,0c806432f06b14c9a43dc9b2068760ae27bda12d317c3f10b594261c1f3005cb,GameStop,"Sporting Goods, Hobby, and Musical Instrument Stores","Hobby, Toy, and Game Stores",5500 olympic dr,gig harbor,washington,98335,c22v4,530530724071,451120,GameStop,0.0,sg:cf53d6da5d7b447aa421093262757814,224-222@5x4-8bz-vcq
1735779910,1735761910,idfa,67ad74a90d58436008151b50ece1b175ec1d432b3cd17e5a963289e7161875a4,Store Space Self Storage,Lessors of Real Estate,Lessors of Miniwarehouses and Self-Storage Units,30 sea cliff ave,glen cove,new york,11542,dr78k,360595172003,531130,Store Space Self Storage,0.0,sg:8e4bec15c45a39c8a3f423dda80edef8,223-222@627-shw-z2k
1735735390,1735717390,idfa,ac0d795234498a9a253739ab8a1a016cac60e9ae9f6246f514757cb55b8a4b0d,Saint Paul Cemetery,Death Care Services,Cemeteries and Crematories,willowbrook west rd @ kelly rd,industry,pennsylvania,15052,dpnz3,420076027012,812220,"",0.0,sg:53f4043556ab4b538397511657ee51d1,zzy-222@63d-5sf-rff
1735839377,1735821377,aaid,adbe249ce907feb0f97f227c3072be44fe40f73e2fdd818716687ea7245b47a9,Krystal,Restaurants and Other Eating Places,Full-Service Restaurants,2537 peach orchard rd,augusta,georgia,30906,djvwj,132450105081,722511,Krystal,90.0,sg:3f8d871064b34656b4c5e74d98042552,225-222@8g7-bf8-5vf
1735836281,1735814681,idfa,eac69368c9cae1561aebc00e56c55c4e9a8d8cb37def070b87eddb9000e2fa09,Boot Barn,Shoe Stores,Shoe Stores,6201 nw loop 410,san antonio,texas,78238,9v1ze,480291817053,448210,Boot Barn,0.0,sg:018f3c486f6e4582a329e9d97ef4c4c8,222-223@8sz-tz4-v2k
1735726627,1735708627,other,070fedc112d8ecfcdb78240d901256f710981b8799b4826d6aa55ace0fc800ef,Flash Werkz Studios,"Other Professional, Scientific, and Technical Services","Photography Studios, Portrait",300 w hunting park ave,philadelphia,pennsylvania,19140,dr4ed,421010383003,541921,"",0.0,sg:4f5ab8942af53c0c8b4a564d2e4d34c9,zzy-223@628-pj9-2x5
1735822573,1735800973,idfa,a3b8243024fec26d272658af5c93274c98240b89cca05ad97b77903655d29989,Trinity Episcopal Church,Religious Organizations,Religious Organizations,4903 maple grove rd,hermantown,minnesota,55811,cbq6q,271370103002,813110,"",0.0,sg:2f0f674b9c57423dac170097a09e8086,zzw-222@5s9-hc4-pd9
1735765510,1735747510,aaid,8c93f2fac42b3979b8de37092b2903deb9721cfad515b6e5042ad925bff42af6,Kendallville Golf Club,Other Amusement and Recreation Industries,Golf Courses and Country Clubs,120 weston ave,kendallville,indiana,46755,dp77e,181139719002,713910,"",70.0,sg:81e8ea514e37492d8eabe88b6e200619,222-222@63k-bg7-s89
1735699002,1735681002,idfa,259ba2e70a45b7e7e7879fcec16cce81f9a77ff8651b0a9915829121d6bfe1ec,Wendy's,Restaurants and Other Eating Places,Limited-Service Restaurants,2780 paxville hwy,manning,south carolina,29102,djyzw,450279605001,722513,Wendy's,0.0,sg:5dc0656a8d144804be4e604973204116,zzy-222@8gd-4rh-x3q
1735765571,1735747571,aaid,a3499c477a2a95297778e9a37dcacbcc91dbe8cae6440e20f02d408f6c4599d8,Garage Force Of Dayton,"Foundation, Structure, and Building Exterior Contractors",,7100 w von dette cir,centerville,ohio,45459,dph1t,391130403031,2381,"",0.0,sg:2df6ff77b8623c3d9d25fc132cef4e6e,224-222@63j-dwt-389
1735737544,1735719544,idfa,5f38151646532b8ece78a8bbbf2fb6f11cc8ad210297db7925b6db38dd6e12a7,Albercars U Gas,Gasoline Stations,,4700 nw 27th ave,miami,florida,33142,dhwfy,120860017022,447,"",0.0,sg:51e649a4922b3df1901815d0fdcfc7b3,228-222@8fw-27c-fvf
1735838492,1735820492,idfa,8e45ec1bea9939bdd90d29a8cd3bec4372771f3bcdbfbac0ba4361c4ae5404cb,Grace Fellowship Church,Religious Organizations,Religious Organizations,10837 watkins rd,marysville,ohio,43040,dphuc,391590506022,813110,"",0.0,sg:55c92f78189439be9aa096e77860fbd5,226-222@63h-mj8-26k
1735829127,1735800327,idfa,619fe5cf64f16e2fe9160e65dd09f88922195794cbc9612308e6e3a0c0424e77,Parabellum Consulting Inc,Other Schools and Instruction,Exam Preparation and Tutoring,21308 pathfinder rd ste 205,diamond bar,california,91765,9qh1q,060374033252,611691,"",0.0,sg:1d4acbaec08b42078e76f6b264bc789b,22f-222@5z4-rfk-ygk
1735738102,1735716502,aaid,5d3a996be389d28809affbd9c47de0e2acc3b6f3d50cc3c1e740d56120a10896,Appliance Repair Near Me,Personal and Household Goods Repair and Maintenance,Appliance Repair and Maintenance,3329 turnabout loop,schertz,texas,78108,9v60k,481872106042,811412,"",0.0,sg:8c8589dd07c03936beb3fad35b9dabc4,227-222@8sz-wgm-b49
1735825571,1735807571,idfa,1e0e63bff0b2f2081d4ebd9a46255f4069de1f38db5ef6738aece0d9df90388a,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,1442 tift ave n,tifton,georgia,31794,djse5,132779603004,452319,Dollar Tree,0.0,sg:c5754b0bed6f3fc6a10a3f579fcdb2ea,223-224@8g7-yxt-9fz
1735703277,1735674477,idfa,94f6865d4389a2dfdd2c04fb7331b19b67ed01e396c261fd5d12ce162cf2c9aa,Saint Andrews Recreation Center,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,8701 s st andrews pl,los angeles,california,90047,9q5c5,060372384003,712190,"",0.0,sg:0ba50d5c61134cdf877950c6f58ea189,zzz-222@5z6-3qb-6zf
1735745983,1735724383,aaid,4bfe2c7d329c3321cedcf416afbcba85b5b02edafb711ee90467c4316f1bc35c,Audi Des Moines,Automobile Dealers,New Car Dealers,5190 merle hay rd,johnston,iowa,50131,9zmkg,191530117021,441110,"Acura,Audi,Lithia Auto Stores,Volkswagen",0.0,sg:0a57f6294edc4fa1a3f5be50ba48656b,zzw-223@5nz-vm8-kmk
1735825734,1735807734,idfa,c92e8be737cc9573f3c9bb0922972ae4882cc8a02524f9c8c520acd7a46e7b00,Mercer County Park,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,mercer county park,trenton,new jersey,08690,dr4vj,340210043062,712190,"",0.0,sg:15a8388c13234d358371564198ee4cfe,zzz-222@628-t5j-j9z
1735763576,1735741976,other,9448749dae64ceda26d26d86007da61232031b8eb7f1f3fe43f297adac51450b,Doe's Eat Place,Restaurants and Other Eating Places,Full-Service Restaurants,3723 government st,baton rouge,louisiana,70806,9vrjj,220330017003,722511,"",0.0,sg:514ccdc6f2c44cf1b0d83f5230954a06,222-222@8dx-6xq-835
1735764047,1735742447,idfa,9f14b8edcff57fb8265cbb19e7e6b814bdae95f6200335a12854a1501002ea8d,Kiewit Corporation,Residential Building Construction,Residential Remodelers,1215 mustang dr,grapevine,texas,76051,9vfgq,484399800001,236118,"",0.0,sg:dd81cf145bf63fa7919a66b9404489a7,223-222@5qv-x7w-5s5
1735856002,1735834402,aaid,4f53461bdd1aef62c6a31dbd9bfa4d07d4d26d9773ebc4a9a42101e946803cc3,Tranquility Island Pain Relief Cupping Massage,Personal Care Services,Other Personal Care Services,1022 e gaslight dr,springfield,missouri,65810,9ytej,290770040032,812199,"",0.0,sg:d27d49ae5add3652b862ebd8bc90ce11,225-223@5pq-8kt-3qz
1735782384,1735760784,idfa,31cf6e03923897e1874b3058942495aed39afc849e2ef3cdb31017093d579fa5,The Garden Gate,Florists,Florists,1030 s gentry blvd,gentry,arkansas,72734,9yky3,050070213014,453110,"",1.0,sg:51636377d847457fb1c560be315323e9,zzy-224@5r8-6qv-7bk
