statefp,puma,puma_uid,age_bin_idx,sex_bin_idx,income_bin_idx,schl_bin_idx,esr_bin_idx,prob_joint,count_weighted
26,100,2600100,0,0,3,0,3,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,0,3,1,0,0.00041491849608003573,71.3937808650035
26,100,2600100,0,0,3,1,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,0,3,1,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,0,3,1,3,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,0,3,2,0,0.0004613429431938859,79.38189620654236
26,100,2600100,0,0,3,2,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,0,3,2,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,0,3,2,3,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,0,3,3,0,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,0,3,3,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,0,3,3,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,0,3,3,3,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,0,0,0,0.006455899676769787,1110.847289682747
26,100,2600100,0,1,0,0,1,0.0010068301967816253,173.2422514696239
26,100,2600100,0,1,0,0,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,0,0,3,0.08396151413334262,14447.005852381864
26,100,2600100,0,1,0,1,0,0.008568212020449969,1474.3065377227647
26,100,2600100,0,1,0,1,1,0.0007921171288800682,136.2972180150067
26,100,2600100,0,1,0,1,2,2.0310695612309443e-05,3.494800461923249
26,100,2600100,0,1,0,1,3,0.004656952351108094,801.3078201981164
26,100,2600100,0,1,0,2,0,0.02041224909037099,3512.274464232865
26,100,2600100,0,1,0,2,1,0.00093719352611085,161.26007845731561
26,100,2600100,0,1,0,2,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,0,2,3,0.006264398832425155,1077.896313898899
26,100,2600100,0,1,0,3,0,0.0036472206263818527,627.5663115196462
26,100,2600100,0,1,0,3,1,0.0001944023722892475,33.45023299269395
26,100,2600100,0,1,0,3,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,0,3,3,0.0004091154401908045,70.39526644731116
26,100,2600100,0,1,1,0,0,0.0005367826697538924,92.36258363654301
26,100,2600100,0,1,1,0,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,1,0,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,1,0,3,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,1,1,0,0.0017960457977170777,309.0402122757844
26,100,2600100,0,1,1,1,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,1,1,2,2.611375150154071e-05,4.493314879615605
26,100,2600100,0,1,1,1,3,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,1,2,0,0.002237078045298654,384.92730802040353
26,100,2600100,0,1,1,2,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,1,2,2,0.0001247657016184723,21.46805998038567
26,100,2600100,0,1,1,2,3,9.575042217231594e-05,16.475487891923887
26,100,2600100,0,1,1,3,0,0.0007340865699877556,126.31207383808314
26,100,2600100,0,1,1,3,1,0.0001421748692861661,24.46360323346274
26,100,2600100,0,1,1,3,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,1,3,3,3.191680739077198e-05,5.491829297307962
26,100,2600100,0,1,2,0,0,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,2,0,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,2,0,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,2,0,3,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,2,1,0,0.00021181153995694134,36.44577624577102
26,100,2600100,0,1,2,1,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,2,1,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,2,1,3,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,2,2,0,0.0006876621228739054,118.32395849654428
26,100,2600100,0,1,2,2,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,2,2,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,2,2,3,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,2,3,0,0.0008211324083262246,141.2897901034685
26,100,2600100,0,1,2,3,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,2,3,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,2,3,3,0.0002872512665169478,49.42646367577166
26,100,2600100,0,1,3,0,0,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,3,0,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,3,0,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,3,0,3,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,3,1,0,2.0310695612309443e-05,3.494800461923249
26,100,2600100,0,1,3,1,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,3,1,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,3,1,3,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,3,2,0,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,3,2,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,3,2,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,3,2,3,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,3,3,0,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,3,3,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,3,3,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,0,1,3,3,3,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,0,0,0,0,0.0008211324083262246,141.2897901034685
26,100,2600100,1,0,0,0,1,0.0008269354642154559,142.28830452116085
26,100,2600100,1,0,0,0,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,0,0,0,3,0.0034731289497049148,597.6108789888756
26,100,2600100,1,0,0,1,0,0.007088432768695995,1219.6853612112138
26,100,2600100,1,0,0,1,1,0.0018250610771632341,314.0327843642462
26,100,2600100,1,0,0,1,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,0,0,1,3,0.010111824886985487,1739.9113728289317
26,100,2600100,1,0,0,2,0,0.005312697666591227,914.1399493973526
26,100,2600100,1,0,0,2,1,0.0011403004822339443,196.2080830765481
26,100,2600100,1,0,0,2,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,0,0,2,3,0.005161818213471214,888.1785745373514
26,100,2600100,1,0,0,3,0,0.0034731289497049148,597.6108789888756
26,100,2600100,1,0,0,3,1,0.0007340865699877556,126.31207383808314
26,100,2600100,1,0,0,3,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,0,0,3,3,0.0009197843584431561,158.26453520423854
26,100,2600100,1,0,1,0,0,0.0008211324083262246,141.2897901034685
26,100,2600100,1,0,1,0,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,0,1,0,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,0,1,0,3,2.0310695612309443e-05,3.494800461923249
26,100,2600100,1,0,1,1,0,0.010094415719317794,1736.9158295758548
26,100,2600100,1,0,1,1,1,0.00020600848406771005,35.447261828078666
26,100,2600100,1,0,1,1,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,0,1,1,3,0.0005135704461969674,88.36852596577359
26,100,2600100,1,0,1,2,0,0.011980408883317955,2061.4330153258707
26,100,2600100,1,0,1,2,1,0.00026984209884925404,46.4309204226946
26,100,2600100,1,0,1,2,2,0.00017119014873232243,29.456175321924523
26,100,2600100,1,0,1,2,3,0.000507767390307736,87.37001154808121
26,100,2600100,1,0,1,3,0,0.006403672173766706,1101.8606599235159
26,100,2600100,1,0,1,3,1,0.00031626654596310415,54.41903576423344
26,100,2600100,1,0,1,3,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,0,1,3,3,0.00011896264572924102,20.469545562693316
26,100,2600100,1,0,2,0,0,0.0008269354642154559,142.28830452116085
26,100,2600100,1,0,2,0,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,0,2,0,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,0,2,0,3,0.00011896264572924102,20.469545562693316
26,100,2600100,1,0,2,1,0,0.006722840247674425,1156.7789528965952
26,100,2600100,1,0,2,1,1,0.00024662987529232896,42.43686275192517
26,100,2600100,1,0,2,1,2,1.4507639723078173e-05,2.496286044230892
26,100,2600100,1,0,2,1,3,0.00010155347806154721,17.474002309616242
26,100,2600100,1,0,2,2,0,0.012932110049151884,2225.1893798274173
26,100,2600100,1,0,2,2,1,0.00017699320462155371,30.45468973961688
26,100,2600100,1,0,2,2,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,0,2,2,3,5.5129030947697056e-05,9.48588696807739
26,100,2600100,1,0,2,3,0,0.013611067588191942,2342.015566697423
26,100,2600100,1,0,2,3,1,0.00017119014873232243,29.456175321924523
26,100,2600100,1,0,2,3,2,0.00017699320462155371,30.45468973961688
26,100,2600100,1,0,2,3,3,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,0,3,0,0,0.0001944023722892475,33.45023299269395
26,100,2600100,1,0,3,0,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,0,3,0,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,0,3,0,3,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,0,3,1,0,0.0006238285080923615,107.34029990192836
26,100,2600100,1,0,3,1,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,0,3,1,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,0,3,1,3,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,0,3,2,0,0.002103607759846335,361.9614764134793
26,100,2600100,1,0,3,2,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,0,3,2,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,0,3,2,3,8.41443103938534e-05,14.478459056539172
26,100,2600100,1,0,3,3,0,0.005138605989914289,884.1845168665819
26,100,2600100,1,0,3,3,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,0,3,3,2,0.00030466043418464164,52.42200692884873
26,100,2600100,1,0,3,3,3,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,0,0,0,0.0010590576997847067,182.22888122885513
26,100,2600100,1,1,0,0,1,0.00017699320462155371,30.45468973961688
26,100,2600100,1,1,0,0,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,0,0,3,0.0016973938476001463,292.06546717501436
26,100,2600100,1,1,0,1,0,0.007158069439366771,1231.6675342235221
26,100,2600100,1,1,0,1,1,0.0005251765579754299,90.3655548011583
26,100,2600100,1,1,0,1,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,0,1,3,0.0069201441479082885,1190.7284430981356
26,100,2600100,1,1,0,2,0,0.00921235122415464,1585.1416380866165
26,100,2600100,1,1,0,2,1,0.0008385415759939184,144.28533335654555
26,100,2600100,1,1,0,2,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,0,2,3,0.00765713224584066,1317.539774145065
26,100,2600100,1,1,0,3,0,0.007848633090185292,1350.4907499289127
26,100,2600100,1,1,0,3,1,0.0010532546438954753,181.23036681116275
26,100,2600100,1,1,0,3,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,0,3,3,0.0050863784869112074,875.1978871073508
26,100,2600100,1,1,1,0,0,0.0009662088055570063,166.25265054577739
26,100,2600100,1,1,1,0,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,1,0,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,1,0,3,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,1,1,0,0.004540891233323468,781.3375318442692
26,100,2600100,1,1,1,1,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,1,1,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,1,1,3,0.0007340865699877556,126.31207383808314
26,100,2600100,1,1,1,2,0,0.011069329108708646,1904.6662517481705
26,100,2600100,1,1,1,2,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,1,2,2,2.0310695612309443e-05,3.494800461923249
26,100,2600100,1,1,1,2,3,0.00022922070762463513,39.441319498848095
26,100,2600100,1,1,1,3,0,0.010523841855120907,1810.805896485089
26,100,2600100,1,1,1,3,1,0.00010155347806154721,17.474002309616242
26,100,2600100,1,1,1,3,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,1,3,3,0.0001595840369538599,27.459146486539808
26,100,2600100,1,1,2,0,0,7.834125450462213e-05,13.479944638846817
26,100,2600100,1,1,2,0,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,2,0,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,2,0,3,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,2,1,0,0.000507767390307736,87.37001154808121
26,100,2600100,1,1,2,1,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,2,1,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,2,1,3,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,2,2,0,0.0048252409718958006,830.2647383111947
26,100,2600100,1,1,2,2,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,2,2,2,5.5129030947697056e-05,9.48588696807739
26,100,2600100,1,1,2,2,3,0.00011896264572924102,20.469545562693316
26,100,2600100,1,1,2,3,0,0.012113879168770275,2084.398846932795
26,100,2600100,1,1,2,3,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,2,3,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,2,3,3,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,3,0,0,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,3,0,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,3,0,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,3,0,3,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,3,1,0,0.00013056875750770355,22.466574398078027
26,100,2600100,1,1,3,1,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,3,1,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,3,1,3,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,3,2,0,0.001047451588006244,180.23185239347038
26,100,2600100,1,1,3,2,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,3,2,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,3,2,3,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,3,3,0,0.0025156247279817553,432.8560000696367
26,100,2600100,1,1,3,3,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,3,3,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,1,1,3,3,3,2.611375150154071e-05,4.493314879615605
26,100,2600100,2,0,0,0,0,0.0006818590669846741,117.32544407885193
26,100,2600100,2,0,0,0,1,0.00035688793718772306,61.408636688079945
26,100,2600100,2,0,0,0,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,0,0,0,3,0.0025388369515386804,436.8500577404061
26,100,2600100,2,0,0,1,0,0.004749801245335794,817.284050881194
26,100,2600100,2,0,0,1,1,0.0011693157616801007,201.2006551650099
26,100,2600100,2,0,0,1,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,0,0,1,3,0.008974425932696158,1544.2025469612297
26,100,2600100,2,0,0,2,0,0.002405366666086361,413.8842261334819
26,100,2600100,2,0,0,2,1,0.0010822699233416317,186.22293889962455
26,100,2600100,2,0,0,2,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,0,0,2,3,0.006305020223649774,1084.8859148227457
26,100,2600100,2,0,0,3,0,0.0012911799353539574,222.16945793654938
26,100,2600100,2,0,0,3,1,0.0005425857256431237,93.36109805423536
26,100,2600100,2,0,0,3,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,0,0,3,3,0.002753550019440237,473.7950911950233
26,100,2600100,2,0,1,0,0,0.0020455772009540223,351.9763322365558
26,100,2600100,2,0,1,0,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,0,1,0,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,0,1,0,3,0.0006528437875385178,112.33287199039013
26,100,2600100,2,0,1,1,0,0.010645706028794763,1831.7746992566285
26,100,2600100,2,0,1,1,1,0.0005774040609785113,99.3521845603895
26,100,2600100,2,0,1,1,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,0,1,1,3,0.0038735398060618723,666.5083738096482
26,100,2600100,2,0,1,2,0,0.009496700962726971,1634.0688445535418
26,100,2600100,2,0,1,2,1,0.00013056875750770355,22.466574398078027
26,100,2600100,2,0,1,2,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,0,1,2,3,0.0040592375945172725,698.4608351758035
26,100,2600100,2,0,1,3,0,0.0055390168462712466,953.0820116873546
26,100,2600100,2,0,1,3,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,0,1,3,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,0,1,3,3,0.001540711338590902,265.10557789732076
26,100,2600100,2,0,2,0,0,0.0005832071168677426,100.35069897808187
26,100,2600100,2,0,2,0,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,0,2,0,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,0,2,0,3,0.00039750932841234196,68.39823761192645
26,100,2600100,2,0,2,1,0,0.009409655124388502,1619.0911282881564
26,100,2600100,2,0,2,1,1,0.00024082681940309768,41.438348334232806
26,100,2600100,2,0,2,1,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,0,2,1,3,0.0015523174503693645,267.10260673270545
26,100,2600100,2,0,2,2,0,0.011661240809410235,2006.5147223527908
26,100,2600100,2,0,2,2,1,0.0007921171288800682,136.2972180150067
26,100,2600100,2,0,2,2,2,5.5129030947697056e-05,9.48588696807739
26,100,2600100,2,0,2,2,3,0.0017089999593786088,294.06249601039906
26,100,2600100,2,0,2,3,0,0.011568391915182535,1990.5384916697133
26,100,2600100,2,0,2,3,1,4.9325975058465785e-05,8.487372550385032
26,100,2600100,2,0,2,3,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,0,2,3,3,0.0013376043824678075,230.15757327808822
26,100,2600100,2,0,3,0,0,0.00026984209884925404,46.4309204226946
26,100,2600100,2,0,3,0,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,0,3,0,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,0,3,0,3,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,0,3,1,0,0.0015581205062585957,268.1011211503978
26,100,2600100,2,0,3,1,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,0,3,1,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,0,3,1,3,0.00057160100508928,98.35367014269715
26,100,2600100,2,0,3,2,0,0.0031597639316864263,543.6911004334883
26,100,2600100,2,0,3,2,1,6.673514272615959e-05,11.482915803462102
26,100,2600100,2,0,3,2,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,0,3,2,3,0.0005367826697538924,92.36258363654301
26,100,2600100,2,0,3,3,0,0.006769264694788275,1164.7670682381342
26,100,2600100,2,0,3,3,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,0,3,3,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,0,3,3,3,0.000809526296547762,139.29276126808378
26,100,2600100,2,1,0,0,0,0.0005483887815323549,94.35961247192772
26,100,2600100,2,1,0,0,1,3.191680739077198e-05,5.491829297307962
26,100,2600100,2,1,0,0,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,1,0,0,3,0.002254487212966348,387.9228512734806
26,100,2600100,2,1,0,1,0,0.009525716242173129,1639.0614166420037
26,100,2600100,2,1,0,1,1,0.0008501476877723809,146.28236219193028
26,100,2600100,2,1,0,1,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,1,0,1,3,0.013390551464401153,2304.0720188251134
26,100,2600100,2,1,0,2,0,0.007755784195957591,1334.514519245835
26,100,2600100,2,1,0,2,1,0.00046714599908311715,80.38041062423471
26,100,2600100,2,1,0,2,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,1,0,2,3,0.011533573579847148,1984.5474051635592
26,100,2600100,2,1,0,3,0,0.004227526215304979,727.4177532888818
26,100,2600100,2,1,0,3,1,8.994736628308467e-05,15.47697347423153
26,100,2600100,2,1,0,3,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,1,0,3,3,0.005527410734492784,951.0849828519699
26,100,2600100,2,1,1,0,0,0.00043232766374772956,74.38932411808058
26,100,2600100,2,1,1,0,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,1,1,0,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,1,1,0,3,0.0004613429431938859,79.38189620654236
26,100,2600100,2,1,1,1,0,0.006757658583009813,1162.7700394027495
26,100,2600100,2,1,1,1,1,0.00017119014873232243,29.456175321924523
26,100,2600100,2,1,1,1,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,1,1,1,3,0.0017554244064924588,302.0506113519379
26,100,2600100,2,1,1,2,0,0.013112004781718053,2256.1433267758803
26,100,2600100,2,1,1,2,1,0.00024082681940309768,41.438348334232806
26,100,2600100,2,1,1,2,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,1,1,2,3,0.0038445245266157156,661.5158017211863
26,100,2600100,2,1,1,3,0,0.00802272476686223,1380.4461824596833
26,100,2600100,2,1,1,3,1,0.00011896264572924102,20.469545562693316
26,100,2600100,2,1,1,3,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,1,1,3,3,0.0026084736222094554,448.8322307527144
26,100,2600100,2,1,2,0,0,0.00015378098106462863,26.460632068847456
26,100,2600100,2,1,2,0,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,1,2,0,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,1,2,0,3,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,1,2,1,0,0.0023937605543078986,411.8871972980972
26,100,2600100,2,1,2,1,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,1,2,1,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,1,2,1,3,0.00017699320462155371,30.45468973961688
26,100,2600100,2,1,2,2,0,0.007674541413508353,1320.5353173981418
26,100,2600100,2,1,2,2,1,6.673514272615959e-05,11.482915803462102
26,100,2600100,2,1,2,2,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,1,2,2,3,0.00039750932841234196,68.39823761192645
26,100,2600100,2,1,2,3,0,0.010274310451883963,1767.8697765243178
26,100,2600100,2,1,2,3,1,8.41443103938534e-05,14.478459056539172
26,100,2600100,2,1,2,3,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,1,2,3,3,0.0007456926817662181,128.30910267346783
26,100,2600100,2,1,3,0,0,2.611375150154071e-05,4.493314879615605
26,100,2600100,2,1,3,0,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,1,3,0,2,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,1,3,0,3,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,1,3,1,0,0.00015378098106462863,26.460632068847456
26,100,2600100,2,1,3,1,1,2.901527944615635e-06,0.4992572088461784
26,100,2600100,2,1,3,1,2,2.901527944615635e-06,0.4992572088461784
