person_id,puma,AGEP,PINCP,SEX,ESR,bldg_id,price_tier
121,3208,89.082535,11163.227,2,6,649222089,2
122,3213,65.263535,0.0,2,6,1027129703,1
123,3210,30.685537,15297.71,1,1,UnitedStates_030223203_728421,3
124,3203,52.635902,59320.01,1,1,439633857,5
125,3203,48.022,47363.617,1,1,439633851,4
126,3213,48.091034,38064.035,1,1,1027115438,4
127,3203,45.748955,78782.27,1,1,439633857,5
128,3202,18.714087,0.063953504,1,6,225789484,5
129,3203,18.73287,0.0,1,6,439633865,1
130,3210,59.67149,88402.73,1,6,UnitedStates_030223203_977888,5
131,3209,27.955397,5450.9014,2,1,UnitedStates_030223203_407097,2
132,3212,79.606285,40992.004,2,6,747186497,5
133,3210,36.746033,57532.47,1,1,1284999703,5
134,3203,53.6885,11142.973,1,6,439633853,2
135,3208,40.879967,12181.617,1,1,882060363,3
136,3212,27.108484,3330.2092,1,6,382132068,2
137,3210,52.898903,18511.959,2,1,UnitedStates_030223203_1049489,4
138,3213,20.558483,5.9897423,1,6,58473032,1
139,3208,28.112453,30749.984,2,1,778595283,4
140,3209,26.821527,10142.046,2,1,UnitedStates_030223203_779145,2
141,3210,47.98171,15689.421,1,1,969804319,3
142,3212,62.93936,0.2638171,2,6,373152241,1
143,3202,25.438892,21114.602,2,1,1020931925,5
144,3208,80.765945,15172.634,1,6,938408528,3
145,3213,72.2043,12895.721,1,6,416766968,2
146,3202,80.58424,103471.68,2,6,225789484,5
147,3212,52.98624,2158.3225,2,6,1125970732,2
148,3208,52.118427,48244.582,2,1,715038257,5
149,3212,77.07468,5787.672,2,6,1159047493,2
150,3202,53.025898,45717.312,1,1,823791824,5
151,3208,70.24932,9632.2,2,6,649284173,2
152,3202,18.413553,33205.9,1,1,823791824,5
153,3210,32.89718,18221.97,2,1,1155065126,4
154,3203,38.5117,64155.477,2,1,439633857,5
155,3211,56.82991,66355.79,1,1,658028879,5
156,3213,35.766106,0.0,2,6,1027129693,1
157,3202,54.7143,16979.023,2,1,823791824,5
158,3212,63.529755,317.9212,2,6,732680562,1
159,3202,41.106842,21482.15,2,1,717902785,5
160,3208,73.178696,26965.938,2,6,935020889,4
161,3208,18.60882,30538.219,1,1,891124410,4
162,3209,9.608276,0.0,2,6,455957932,1
163,3213,58.058662,0.35999084,2,6,UnitedStates_030223212_150457,1
164,3211,67.36781,39659.723,1,6,UnitedStates_030223212_1266,4
165,3203,59.194847,32803.19,2,1,439633852,4
166,3203,20.91877,0.76420873,1,1,439633864,1
167,3212,35.95307,1499.2512,2,6,1222590015,2
168,3213,45.828667,70800.94,2,1,835756270,5
169,3209,48.13673,13505.795,2,6,690530005,3
170,3208,51.834892,13328.349,2,1,890966814,3
171,3213,17.288258,0.0,2,6,UnitedStates_030223212_16235,1
172,3203,63.08343,56844.074,2,6,439633857,5
173,3202,63.428085,18318.713,1,6,225789484,5
174,3213,49.88039,0.0,2,6,UnitedStates_030223212_82772,1
175,3212,48.11678,28799.375,1,1,369212711,4
176,3211,66.65343,85103.32,1,1,10011997_1,5
177,3213,24.889872,54230.914,1,1,586981935,4
178,3213,25.079288,111.77743,2,1,UnitedStates_030223212_67653,1
179,3211,42.74064,132786.31,1,1,112036199,5
180,3212,18.48,4681.0146,2,6,382132068,2
181,3203,38.592384,37822.85,2,1,UnitedStates_030223203_939472,4
182,3202,39.771626,41639.812,1,1,823791824,5
183,3211,66.41391,0.09782857,2,6,394713229,1
184,3211,23.898216,24096.693,2,1,69117916,3
185,3202,34.79165,25455.729,2,1,823791824,5
186,3208,44.33924,126357.41,1,1,1104686173,5
187,3213,46.63316,109088.94,2,1,415869640,5
188,3210,40.44495,7380.278,2,6,1154377436,2
189,3210,71.11667,8291.261,2,6,58366817,2
190,3203,27.674786,0.27474526,1,3,439633864,1
191,3209,79.81637,9246.942,1,6,944369693,2
192,3209,62.164894,0.0,2,6,327351360,1
193,3202,67.97048,13896.921,1,6,823791824,5
194,3213,43.047287,99276.32,1,1,416207470,5
195,3210,20.976665,5194.6465,2,3,14027145,2
196,3202,39.941345,8543.616,1,6,225789484,5
197,3211,21.533272,64264.48,1,1,10011997_1,5
198,3213,29.107372,1975.233,2,6,UnitedStates_030223212_69405,2
199,3210,71.30011,0.0,2,6,1154377432,1
200,3203,22.995693,48.945293,1,6,439633867,1
201,3203,19.668901,26766.951,2,1,UnitedStates_030223203_939472,4
202,3211,50.486958,0.2264157,1,6,975033418,1
203,3203,80.6549,6247.4067,2,6,439633853,2
204,3210,51.457375,0.0,2,6,UnitedStates_030223203_438524,1
205,3210,75.00906,6293.6035,1,6,1153393097,2
206,3213,40.107765,27580.992,1,1,58366895,3
207,3202,15.659416,0.0,1,6,823791824,5
208,3209,66.33069,6911.5576,2,1,UnitedStates_030223203_506909,2
209,3211,50.02495,71960.98,1,1,10011997_1,5
210,3202,50.87013,40271.152,1,1,823791824,5
211,3208,14.386856,38867.81,1,1,859831535,5
212,3202,37.409508,54092.17,1,1,717902785,5
213,3211,56.76837,6034.0674,1,6,897688053,2
214,3202,32.183544,36823.684,1,1,823791824,5
215,3208,46.254993,702.43835,2,6,877784994,1
216,3212,33.368233,1028.1198,2,3,854072348,1
217,3209,74.51764,22696.092,1,6,852192215,4
218,3213,80.41583,7265.1,1,6,1080866861,2
219,3211,52.338444,27652.633,2,1,46139505,4
220,3213,76.362144,3775.3677,2,6,1027129697,2
221,3202,27.313932,34232.336,1,1,823791824,5
222,3202,29.579077,4695.929,1,1,823791824,5
223,3202,78.57788,15999.482,2,6,823791824,5
224,3212,63.192677,3.0085063,2,6,370284561,1
225,3210,73.469475,11423.412,1,6,UnitedStates_030223203_499815,3
226,3209,57.07434,54390.082,1,1,154064300,5
227,3202,6.0533676,1.2293501,1,6,823791824,5
228,3211,10.9366455,0.047555335,2,6,821258210,1
229,3203,33.060333,0.06904506,2,6,439633864,1
230,3211,32.98532,66632.46,1,1,10011997_1,5
231,3209,43.117737,42333.133,1,1,UnitedStates_030223203_229228,5
232,3209,20.43294,797.5792,1,1,UnitedStates_030223203_1067387,1
233,3212,80.79162,45378.88,2,6,1158870604,5
234,3202,14.038223,3091.0737,1,1,823791824,5
235,3210,75.39868,1561.7811,2,6,UnitedStates_030223203_511157,2
236,3203,20.002018,11916.307,1,1,439633853,2
237,3212,35.627346,0.037412688,1,6,431799625,1
238,3209,54.174847,8995.213,2,6,UnitedStates_030223203_835047,2
239,3213,67.32156,123713.74,1,1,UnitedStates_030223212_10180,5
240,3202,44.81079,68383.94,2,1,823791824,5
241,3213,51.025333,0.0,2,6,855476984,1
242,3212,32.918583,3415.4502,1,6,UnitedStates_030223203_261685,2
243,3209,34.11969,48529.63,1,1,UnitedStates_030223203_329381,5
244,3212,58.237335,37592.16,1,1,1065572206,5
245,3210,52.380238,13232.694,1,1,58427153,3
246,3211,41.468784,38191.12,2,2,381076629,4
247,3213,45.004597,265.73447,1,6,UnitedStates_030223212_36297,1
248,3202,38.289673,27223.436,1,3,717902785,5
249,3212,39.30489,4730.5923,2,6,58414465,2
250,3208,27.477856,78828.875,2,1,727375931,5
251,3203,31.446009,33037.375,1,1,439633851,4
252,3213,71.04288,5140.211,2,6,409622976,2
253,3211,57.692436,0.0,2,6,417964414,1
254,3209,27.681385,1251.9661,2,1,UnitedStates_030223203_317356,1
255,3208,55.13619,7885.0737,2,6,905101355,2
256,3213,55.900475,114244.055,1,1,UnitedStates_030223212_67894,5
257,3202,26.899586,0.0,1,6,225789484,5
258,3211,47.353073,14749.01,2,6,58431587,3
259,3212,57.810505,19511.768,1,6,1228521594,4
260,3212,57.67432,24988.861,2,1,71854147,4
261,3203,44.580513,0.0,2,6,439633867,1
262,3212,74.10549,44870.98,1,6,105554841,5
263,3203,16.580734,4547.649,1,6,439633853,2
264,3208,35.3148,2929.567,2,6,857962486,1
265,3208,73.24945,23433.846,2,6,891570618,4
266,3209,56.19737,4842.4014,1,1,854798863,2
267,3202,72.55099,8965.901,2,6,225789484,5
268,3208,55.769447,69655.34,1,1,925245315,5
269,3202,29.70304,63165.1,1,1,225789484,5
270,3211,54.98377,24656.111,1,1,965070572,3
271,3212,49.069393,33955.273,2,1,1138156714,4
272,3202,43.19543,19255.693,1,1,823791824,5
273,3211,62.258415,13673.744,2,1,58431587,3
274,3212,79.18569,23808.021,1,6,UnitedStates_030223203_812248,4
275,3213,75.04063,84620.32,1,6,381580070,5
276,3212,58.736202,23796.785,1,6,UnitedStates_030223203_1089637,4
277,3208,45.36832,0.0,1,6,1211383793,1
278,3213,34.70539,17146.36,1,1,416766917,3
279,3213,45.82663,38703.723,2,1,1233453038,4
280,3209,73.57184,75413.93,1,6,UnitedStates_030223203_878973,5
281,3211,39.26144,100993.31,1,1,105782111,5
282,3213,64.42545,119523.03,1,1,1027115453,5
283,3209,90.94721,11098.319,1,6,UnitedStates_030223203_18467,2
284,3212,22.042894,4276.6387,1,6,1199969235,2
285,3211,29.635046,2520.5684,1,1,378804996,1
286,3203,51.417526,78441.086,1,1,439633857,5
287,3211,33.8775,0.028519142,1,6,805151309,1
288,3210,63.68866,51990.684,1,1,1118801243,5
289,3202,71.35039,28280.732,2,1,717902785,5
290,3208,69.422935,0.0,2,6,325120146,1
291,3202,41.74152,114172.49,1,1,823791824,5
292,3209,58.087494,25788.002,1,6,949092223,4
293,3208,80.115654,8040.26,2,6,650259362,2
294,3208,59.679893,44464.668,2,1,732128208,5
295,3210,70.69495,24820.178,2,6,1222770641,4
296,3202,53.34483,26936.3,2,6,225789484,5
297,3213,48.44202,28619.54,2,1,UnitedStates_030223212_4474,3
298,3211,60.157158,12213.621,2,6,579960665,2
299,3212,35.959625,2435.1829,1,6,984094956,2
300,3213,78.981636,12210.499,2,6,607960794,2
301,3210,42.16284,3553.0776,1,6,UnitedStates_030223203_322551,2
302,3202,75.81674,19924.307,2,6,823791824,5
303,3211,39.96658,70100.51,1,1,10011997_1,5
304,3210,69.84179,66299.93,1,6,1222824806,5
305,3212,20.565819,0.0,2,6,431799625,1
306,3209,59.424393,0.0,1,6,5703865,1
307,3212,15.360264,2569.8518,1,1,UnitedStates_030223203_239525,2
308,3213,34.415184,128474.875,1,1,836876028,5
309,3208,18.111044,11096.149,1,1,727236092,2
310,3202,47.851585,37987.48,2,1,225789484,5
311,3208,44.897816,16245.968,1,1,917144312,3
312,3211,72.46099,1885.8347,1,6,8740943,1
313,3208,75.1641,14762.225,1,6,330312372,3
314,3210,30.563896,75937.89,1,1,1118801243,5
315,3202,59.057957,6874.4175,2,6,823791824,5
316,3211,60.583237,29951.535,2,6,UnitedStates_030223212_38811,4
317,3203,64.415665,37591.62,2,6,439633851,4
318,3203,56.89293,6263.3555,1,6,439633853,2
319,3212,21.563005,7182.208,2,1,1013183977,2
320,3210,60.24049,35820.56,2,1,UnitedStates_030223212_11635,5
321,3209,78.722115,59864.58,1,6,UnitedStates_030223203_1084932,5
322,3213,33.62101,34843.47,1,1,1027115454,4
323,3202,69.327614,59630.1,2,6,1020931925,5
324,3211,26.892076,0.1484393,2,6,58431589,1
325,3203,25.357443,41322.855,2,1,439633851,4
326,3202,62.17647,72518.33,2,1,225789484,5
327,3211,66.40524,5488.3345,1,6,993355396,2
328,3208,77.14099,35728.305,1,6,868439672,4
329,3203,51.13333,63883.906,1,1,439633857,5
330,3213,24.82349,0.3235636,1,6,1027129703,1
331,3203,18.625359,4898.2886,2,2,439633860,2
332,3209,14.397789,0.0,2,6,891136881,1
333,3202,19.51108,24.185003,1,1,823791824,5
334,3202,52.357845,36389.906,2,1,823791824,5
335,3213,58.251865,20097.406,1,1,58366895,3
336,3212,16.637356,870.4004,1,1,437390464,1
337,3210,31.733553,28637.998,1,1,UnitedStates_030223203_366493,4
338,3203,74.81365,33658.78,1,6,439633851,4
339,3210,73.40062,11298.059,1,6,1036025627,3
340,3202,42.189415,31516.982,1,3,823791824,5
341,3211,26.447006,15035.653,2,1,469125397,3
342,3211,53.40559,26982.607,2,1,858019633,4
343,3210,53.062706,71792.49,1,1,1201821447,5
344,3210,66.429016,15751.343,2,6,1126524090,3
345,3202,68.72915,78794.6,1,1,823791824,5
346,3203,40.403202,29765.13,2,1,439633851,4
347,3210,45.280064,129006.01,1,1,1118802632,5
348,3208,63.059025,35869.035,2,1,860246202,4
349,3213,25.120316,585.31683,1,3,835823678,1
350,3213,35.57559,14754.271,1,3,586981934,2
351,3202,40.663494,38372.793,1,1,225789484,5
352,3210,36.27864,21654.424,1,1,UnitedStates_030223203_405424,4
353,3211,21.013412,49668.605,1,1,409002845,5
354,3202,25.7701,42940.17,1,1,823791824,5
355,3203,21.689009,32057.04,1,1,439633851,4
356,3211,37.374035,61860.0,1,1,UnitedStates_030223212_143151,5
357,3213,47.18128,0.12361097,2,6,UnitedStates_030223212_13279,1
358,3203,35.14878,122148.3,1,1,439633857,5
359,3203,50.578876,29167.252,2,1,439633851,4
360,3212,68.92825,13418.641,2,6,369575389,3
361,3210,48.974915,0.0,1,6,894954561,1
362,3209,32.03647,11218.226,2,1,688925025,2
363,3203,26.308147,1461.478,2,6,439633867,1
364,3202,58.21674,21114.48,2,1,823791824,5
365,3202,23.678116,11737.601,1,1,225789484,5
366,3210,29.9004,8393.609,1,1,647783800,2
367,3203,33.422733,31915.402,1,1,439633851,4
368,3213,18.364098,0.0,1,6,835058445,1
369,3202,74.24736,28981.555,1,1,823791824,5
370,3208,36.879204,32102.564,2,6,904239892,4
371,3208,60.744087,0.0,2,6,1211383784,1
372,3203,49.296257,30398.74,2,1,439633851,4
373,3211,45.771317,24501.4,2,3,72403435,3
374,3210,22.218145,8963.798,1,1,1201821433,3
375,3211,61.009407,0.4516221,2,6,58431590,1
376,3202,53.11738,7813.2637,2,6,717902785,5
377,3208,76.97636,36397.094,2,6,714958777,4
378,3209,27.978827,5130.561,2,1,313128801,2
379,3208,47.87561,6156.5444,2,1,924406794,2
380,3202,70.82954,12451.373,2,6,225789484,5
381,3203,61.61593,18645.773,1,6,439633858,3
382,3213,18.645319,24764.068,2,1,58366895,3
383,3202,43.532417,41759.438,2,1,823791824,5
384,3212,26.253288,9124.012,1,6,1050539186,3
385,3212,47.01196,7357.281,2,6,58414465,2
386,3208,48.20799,5270.802,2,1,890008832,2
387,3209,46.44095,40370.98,1,1,UnitedStates_030223203_117787,5
388,3212,75.413475,7347.344,2,6,1198316041,2
389,3211,27.28913,2406.6157,1,1,1039477965,1
390,3212,27.076124,3923.8655,2,6,376736216,2
391,3211,20.891966,9737.8,2,1,568340047,2
392,3211,43.838486,57234.703,2,1,457312969,5
393,3213,58.161366,33210.81,1,6,855507145,4
394,3212,20.631527,15538.601,2,1,914204096,3
395,3202,81.340805,31277.107,1,6,823791824,5
396,3211,63.31912,6693.745,2,6,69025246,2
397,3202,63.68357,14261.414,2,6,823791824,5
398,3208,54.34485,47038.383,1,1,917481859,5
399,3208,63.848606,61748.188,1,6,893133549,5
400,3203,29.493193,8802.384,2,1,439633853,2
401,3213,55.54393,0.52752656,1,6,1178695023,1
402,3202,35.818752,17559.025,2,1,823791824,5
403,3202,4.132057,0.29771107,1,6,225789484,5
404,3203,34.24848,28819.293,2,1,439633866,4
405,3213,74.195915,10090.705,2,6,623425592,2
406,3203,46.5688,0.48717484,1,3,439633867,1
407,3212,45.12991,22389.023,1,1,UnitedStates_030223203_711937,4
408,3202,55.39371,30733.42,2,6,823791824,5
409,3210,25.456387,0.0,1,3,1179488042,1
410,3213,23.814825,102998.414,1,1,UnitedStates_030223212_52040,5
411,3211,33.867374,18509.611,1,1,386879522,3
412,3213,88.13005,57272.27,2,6,UnitedStates_030223212_56029,4
413,3210,25.146328,26675.818,1,1,734452398,4
414,3213,30.322365,40441.535,2,1,1027115454,4
415,3212,62.87998,16960.314,2,6,1225542538,3
416,3211,36.597473,29354.838,1,1,400277193,4
417,3213,49.249615,25942.2,1,1,1080866859,3
418,3210,68.83075,65506.82,2,1,UnitedStates_030223212_84232,5
419,3208,71.83427,19499.396,1,6,714679885,3
420,3209,16.968899,1808.0505,2,3,456357064,1
421,3203,22.987112,23845.766,1,1,439633858,3
422,3211,14.385292,4559.946,1,1,965397806,2
423,3202,27.771568,41270.906,1,1,823791824,5
424,3210,41.218937,82815.36,1,1,UnitedStates_030223203_700201,5
425,3209,19.287083,837.37006,2,6,1260639297,1
426,3211,54.232983,3537.5474,2,6,805151309,1
427,3211,51.25153,30784.492,2,1,930266636,4
428,3202,54.89258,24409.064,2,6,823791824,5
429,3210,35.50275,50813.668,2,1,UnitedStates_030223203_433659,5
430,3208,54.8426,79772.164,1,1,UnitedStates_030223203_701966,5
431,3210,19.804113,0.101785906,2,6,1138317486,1
432,3211,54.295,62536.453,1,1,399291601,5
433,3210,52.841965,33660.0,2,1,UnitedStates_030223203_105562,4
434,3211,61.775448,18861.348,2,6,72094954,3
435,3209,45.43645,53567.254,2,1,UnitedStates_030223203_795930,5
436,3209,55.334118,61373.387,1,1,949465876,5
437,3203,29.1277,2052.5417,1,6,439633853,2
438,3203,21.519222,53086.758,1,1,439633857,5
439,3211,75.44308,3650.775,2,6,71965997,1
440,3211,66.66254,23781.47,2,6,59452202,3
441,3203,41.066643,70936.99,2,1,439633857,5
442,3213,33.229923,76386.99,2,1,58477845,5
443,3211,65.14081,3908.974,2,1,68935714,2
444,3209,48.165413,115810.87,1,1,UnitedStates_030223203_146001,5
445,3212,16.65456,14603.035,1,1,383232529,3
446,3209,73.6678,3987.2932,2,6,1186898451,2
447,3209,67.5827,30579.398,2,6,UnitedStates_030223203_635276,4
448,3203,53.07877,63533.516,1,1,439633857,5
449,3202,37.329765,16514.668,1,1,717902785,5
450,3211,57.820942,57399.293,2,1,803146669,5
451,3212,31.398853,25614.852,1,1,1011588370,4
452,3211,50.582108,70496.195,2,1,10011997_1,5
453,3208,74.68462,26227.492,2,6,866072496,4
454,3210,18.443087,560.8449,1,1,UnitedStates_030223203_855141,1
455,3210,30.40238,22044.0,2,6,1126503473,4
456,3213,43.324463,82726.31,1,1,UnitedStates_030223212_10178,5
457,3208,17.865412,0.26843324,1,6,4515821,1
458,3202,27.19797,24183.973,1,1,823791824,5
459,3213,23.269434,16861.865,1,1,58366895,3
460,3213,66.0568,0.0,1,6,1027129701,1
461,3202,49.05283,108471.67,2,1,225789484,5
462,3203,69.4418,58769.75,1,6,439633857,5
463,3210,38.607807,120100.17,1,1,1118801243,5
464,3212,16.101284,0.0,2,6,UnitedStates_030223203_233813,1
465,3210,63.442513,31110.332,2,6,322294275,4
466,3203,27.15469,52514.473,1,1,439633857,5
467,3202,43.470062,34491.387,1,1,823791824,5
468,3209,30.987234,34991.89,2,1,UnitedStates_030223203_46075,4
469,3212,34.792854,2874.0935,1,1,UnitedStates_030223203_478095,2
470,3203,33.121265,6718.839,2,1,439633860,2
471,3202,15.465057,0.0,2,6,823791824,5
472,3209,63.899555,17230.225,2,6,1042041074,3
473,3203,84.32324,37038.746,2,6,439633852,4
474,3202,64.48848,122247.36,2,1,823791824,5
475,3211,64.55276,47019.633,2,6,396050731,4
476,3212,64.993744,47167.44,1,6,1011542886,5
477,3208,31.407309,49623.06,2,1,875584576,5
478,3203,67.22131,38296.2,2,1,439633863,4
479,3203,40.396744,12158.275,1,1,439633853,2
480,3208,73.1185,21389.969,1,6,856177276,4
481,3210,50.413418,0.0,2,6,1050915659,1
482,3209,41.015213,59195.06,2,1,UnitedStates_030223203_111694,5
483,3208,65.318886,22430.957,1,6,858662183,4
484,3210,33.634926,0.0,1,6,UnitedStates_030223203_921830,1
485,3211,47.507324,2992.336,2,6,623425614,1
486,3210,87.81483,15097.99,2,6,58427153,3
487,3208,59.018997,15106.013,2,6,640845842,3
488,3210,35.011177,17250.531,1,1,1285000736,3
489,3210,60.15899,6671.1562,2,6,512995085,2
490,3203,45.506386,4944.3955,2,6,439633853,2
491,3203,63.621925,8957.234,2,6,439633853,2
492,3209,74.1621,24256.25,1,6,1233439476,4
493,3210,73.04956,11889.072,1,6,UnitedStates_030223203_160856,3
494,3210,53.808083,37404.41,1,1,UnitedStates_030223203_722634,5
495,3208,26.236916,0.0,2,6,890957020,1
496,3210,49.386578,15931.434,1,6,1126516203,3
497,3213,33.447857,0.0,2,6,1027129703,1
498,3208,19.98878,7595.2686,1,1,858285702,2
499,3212,61.97781,11613.551,2,6,732944839,3
500,3202,22.515356,16762.932,2,1,1020931925,5
501,3213,35.362934,7048.4604,2,6,1027129694,2
502,3213,56.544395,13607.603,2,6,416748754,2
503,3203,69.23804,0.71882063,2,6,439633868,1
504,3202,52.910004,23162.477,2,1,823791824,5
505,3209,81.493355,9353.402,2,6,627229866,2
506,3202,59.43237,19452.365,2,6,823791824,5
507,3213,30.418058,1736.4489,1,1,1027129695,1
508,3213,74.41226,44474.89,1,6,1027129672,4
509,3213,40.324177,0.2529898,1,6,835076545,1
510,3210,19.926714,0.0,1,6,UnitedStates_030223203_527506,1
511,3209,23.812323,18353.408,2,1,852532208,3
512,3212,83.22936,17381.477,2,6,369289683,3
513,3210,18.248795,0.23089054,1,6,1094477729,1
514,3203,56.636665,61147.285,1,1,439633857,5
515,3213,64.07233,0.0,2,6,1027129696,1
516,3208,27.163109,14062.689,1,1,761854083,3
517,3211,36.686455,3932.5852,1,1,405708421,2
