puma_uid,statefp,puma5,stage1_coarse_tvd_seed0,pipeline_tvd_seed0,oracle_tvd_seed0,stage1_coarse_tvd_seed1,pipeline_tvd_seed1,oracle_tvd_seed1,stage1_coarse_tvd_seed2,pipeline_tvd_seed2,oracle_tvd_seed2,one_shot_tvd_seed0,one_shot_tvd_seed1,one_shot_tvd_seed2,stage1_coarse_tvd_mean,pipeline_tvd_mean,oracle_tvd_mean,one_shot_tvd_mean,pipeline_minus_oracle
2601001,26,01001,0.05695108732554355,0.12090769801497428,0.10766974829518096,0.057891842047010665,0.12555090709495714,0.1071395404150656,0.05853340795637786,0.12050074407280936,0.10497923773029275,0.15333627332917954,0.15342595288293695,0.15042223654704331,0.05779211244297736,0.12231978306091358,0.10659617548017979,0.15239482091971993,0.015723607580733795
2601002,26,01002,0.051683172274062494,0.11794917294421353,0.10059097978453904,0.048209934537688466,0.11135933917704785,0.09660166271798351,0.04874245092311325,0.11205700078852024,0.09969364428161312,0.14844908642737525,0.14411034026800315,0.14766580003273952,0.0495451859116214,0.11378850430326054,0.09896209559471188,0.14674174224270597,0.014826408708548663
2601003,26,01003,0.048805676755058036,0.10997790616400033,0.09893545166314968,0.045855094455593305,0.10851540485447325,0.1007875359178001,0.04756317178912407,0.10744037229961265,0.09763638797043483,0.13852514687943066,0.1427760365546743,0.1390463245182126,0.04740798099992514,0.10864456110602876,0.09911979185046153,0.14011583598410585,0.009524769255567223
2601004,26,01004,0.061110538334465614,0.13591372961526899,0.11861957653821784,0.06219880910993322,0.1392044183698155,0.12453095923231913,0.061324242046787755,0.14225536225955504,0.12464060757743284,0.16210073892534382,0.16110866940397833,0.15876266048162527,0.061544529830395524,0.13912450341487984,0.1225970477826566,0.16065735627031583,0.01652745563222323
2601100,26,01100,0.05170964786712441,0.0962749128650173,0.07630178938442084,0.04814410601013658,0.08914241380467233,0.0742598902462905,0.050952200224753094,0.09708082515287428,0.0760760034039972,0.12339685128108602,0.11787536936235325,0.12360719194789725,0.050268651367338026,0.0941660506075213,0.07554589434490284,0.12162647086377885,0.018620156262618454
2601200,26,01200,0.05286549660247558,0.10396576810576794,0.08715868495340909,0.05450531391225615,0.10202211544619216,0.08311151209779477,0.053331909479462536,0.10799835305992356,0.08696026641160737,0.13127252284676277,0.12843725883890464,0.135130721669077,0.05356757333139809,0.10466207887062788,0.08574348782093706,0.13161350111824813,0.01891859104969082
2601300,26,01300,0.04561450929293703,0.10706882139427223,0.09746114425459987,0.04498776814184059,0.10476513870995595,0.0899669667617477,0.04728096267838093,0.10522340645276416,0.08678307258930823,0.1305530049519267,0.12843219775084783,0.13211629092328703,0.045961080037719516,0.10568578885233078,0.09140372786855193,0.13036716454202052,0.01428206098377885
2601400,26,01400,0.05028746183418098,0.1045657184752371,0.0889563851254167,0.04800220416987759,0.10491780526020658,0.08886711165762427,0.05016682632286483,0.10695488644749304,0.08871113540050574,0.1389727454962087,0.1333069905555456,0.13731769679355865,0.0494854974423078,0.10547947006097891,0.08884487739451558,0.13653247761510431,0.016634592666463333
2601500,26,01500,0.05250652504280906,0.11404172239123608,0.09423901385415241,0.051368855564848145,0.11375280303055511,0.09670246213373516,0.05015386187468115,0.11329249062050999,0.0959204766188883,0.13625677913547535,0.13669328869502428,0.13958452525353776,0.05134308082744612,0.1136956720141004,0.0956206508689253,0.13751153102801247,0.018075021145175105
2601600,26,01600,0.04806037201675132,0.09662314225463046,0.08581810288418865,0.050417442188238216,0.09818561758426048,0.08461141347678271,0.04981601528865345,0.09695068098815067,0.08563265721074752,0.1242055133644955,0.12962891752262534,0.12126241194244236,0.04943127649788099,0.09725314694234721,0.08535405785723964,0.12503228094318775,0.011899089085107575
2601701,26,01701,0.050505848276490184,0.11792040640476271,0.10938074268793002,0.050276319454131545,0.1183681025509648,0.10807287753430589,0.050231735672196375,0.11989642828534633,0.1124122207916537,0.1490920953476954,0.1497189523228239,0.1461345792364059,0.050337967800939375,0.11872831241369126,0.1099552803379632,0.14831520896897507,0.008773032075728063
2601702,26,01702,0.07056731929385401,0.151256422222634,0.13360753885738108,0.06940012257275432,0.14873829571613742,0.1317740373413807,0.07078981224263053,0.1466270102016255,0.12603164955670318,0.17067070200672713,0.17342903052065933,0.17233305201641003,0.07025241803641295,0.1488739093801323,0.13047107525182167,0.17214426151459883,0.018402834128310647
2601703,26,01703,0.06377513017559612,0.13723934185800735,0.12053303872257268,0.06149911007566595,0.13997053491714992,0.12383018004617241,0.05853111121378682,0.13575819586226995,0.12141316001733539,0.1542378684240302,0.15694241934537187,0.15082303176363399,0.061268450488349634,0.13765602421247575,0.12192545959536016,0.15400110651101204,0.015730564617115583
2601704,26,01704,0.04914951057073554,0.10075978266174004,0.09025415192673494,0.04745162350313299,0.10474872807691829,0.09387857853673659,0.0481848055486455,0.10659599066932698,0.09520791578485348,0.1337233090751537,0.1316081419296618,0.1308346539367094,0.048261979874171336,0.10403483380266176,0.09311354874944167,0.13205536831384163,0.010921285053220098
2601801,26,01801,0.05497170898132408,0.11471160595599036,0.09453297925595444,0.05144143871522666,0.12001401386219746,0.10430956918280693,0.04909284197578211,0.11639225236161502,0.09905363727653207,0.15074298282151102,0.14749931419796003,0.15481519659312526,0.051835329890777625,0.11703929072660095,0.09929872857176447,0.15101916453753209,0.01774056215483648
2601802,26,01802,0.07232664270867246,0.1535886871322182,0.13428603152053156,0.07381352785574502,0.15255804736644873,0.13200247065919016,0.07120923851494462,0.14940735948518064,0.13371131308471734,0.17247314930870206,0.17085694893182685,0.1751761711860492,0.07244980302645403,0.15185136466128252,0.13333327175481302,0.1728354231421927,0.018518092906469497
2601900,26,01900,0.04980939076433544,0.09740881252973295,0.08258168665374861,0.04869162422787162,0.09932807789134585,0.08414190104199712,0.05034610184359067,0.10273361558339167,0.08906275229655035,0.13749248141458287,0.1324287460447653,0.13745413843075052,0.04961570561193258,0.09982350200149015,0.08526211333076537,0.1357917886300329,0.014561388670724776
2602000,26,02000,0.03953804286280556,0.09875164421285834,0.08679906993378032,0.038887888879570176,0.10027768455397293,0.08752269234831161,0.03915811305795504,0.10114765384141594,0.08968630808947291,0.1327280571362352,0.13306791319388045,0.1350795262725584,0.039194681600110255,0.10005899420274907,0.08800269012385496,0.13362516553422468,0.012056304078894103
2602101,26,02101,0.05720340398091189,0.12367769570571582,0.10826554646526591,0.05827841967751282,0.12485891143355715,0.10938784509840582,0.05685729368287619,0.12605755494775878,0.11086116785396531,0.15028972655705397,0.1492543103536215,0.14915020444772314,0.057446372447100304,0.12486472069567726,0.10950485313921236,0.14956474711946618,0.015359867556464901
2602102,26,02102,0.07224895868273945,0.13329733419183934,0.10994165860848412,0.07232037667771728,0.13777822616701896,0.11482668238357648,0.07407304567547528,0.1385648090521975,0.11569685979421282,0.15545716510643026,0.159598727864463,0.15827332650532475,0.07288079367864402,0.13654678980368526,0.11348840026209113,0.15777640649207267,0.02305838954159413
2602200,26,02200,0.054617678363903674,0.12020241259661493,0.10510277831574472,0.05318178222940861,0.11514120814555519,0.1003785997024986,0.0522547252934599,0.11551607187664849,0.10029748085612106,0.13360672882876792,0.13777003604395477,0.1373898455628515,0.05335139529559072,0.11695323087293953,0.1019262862914548,0.13625553681185806,0.015026944581484736
2602300,26,02300,0.04288765617355311,0.11376278101435602,0.1034974467887401,0.04256484410372853,0.11437905835418884,0.10032899508742607,0.043566007995051594,0.11071823530055455,0.09904165829842726,0.12777841104019827,0.13142005815721622,0.13264522292248687,0.04300616942411108,0.11295335822303314,0.10095603339153114,0.13061456403996713,0.011997324831501996
2602400,26,02400,0.04066909114071964,0.10678487626231892,0.09990750909182548,0.039021196481163006,0.10879710429647099,0.09861185841688958,0.04003432127051098,0.10666033087022553,0.09588428581759234,0.12454748844634977,0.12567919910399616,0.13108798529867338,0.039908202964131216,0.10741410380967181,0.09813455110876913,0.12710489094967312,0.00927955270090268
2602500,26,02500,0.03997370472723691,0.09938626175800655,0.08840000765877037,0.04043279452248487,0.09837983065551428,0.08779122768075284,0.040045035491799136,0.09839828244598448,0.08838524882351267,0.13405707573912573,0.1311914052457258,0.13150070492771188,0.04015051158050697,0.09872145828650176,0.08819216138767864,0.13224972863752113,0.01052929689882312
2602600,26,02600,0.05601212059802433,0.11767030362564443,0.10516472608099184,0.05299135677722977,0.11713462345646379,0.10513063053672314,0.054268749050758486,0.11465547102264997,0.10254703224407574,0.14702437292203155,0.14607608846908365,0.1430086520557729,0.05442407547533753,0.11648679936825272,0.10428079628726357,0.14536970448229605,0.012206003080989153
2602701,26,02701,0.06641084983120515,0.12391353535799665,0.1017556722538481,0.06719619757697401,0.12709091672765327,0.1063294319110822,0.06584311762860122,0.1260002789054207,0.10555600682554842,0.14364914234071485,0.15084271642743022,0.1476486970370004,0.06648338834559346,0.1256682436636902,0.10454703699682626,0.14738018526838184,0.021121206666863943
2602702,26,02702,0.07079383485333729,0.10822595348246067,0.07881142900214005,0.06251748601165055,0.10430054462120653,0.08247436296163108,0.06999773599626995,0.10874166919006312,0.0821263584455601,0.15716672775742896,0.1515933178509985,0.151272007036548,0.06776968562041925,0.1070893890979101,0.08113738346977707,0.15334401754832516,0.025952005628133032
2602703,26,02703,0.07046918823590051,0.12728033259411603,0.1016748351908637,0.07036039307151809,0.12837036609286462,0.10685903420459576,0.0703940739226944,0.12881269309078225,0.10985916591792236,0.15397690617850135,0.15456661912768704,0.14885498857571933,0.07040788507670433,0.12815446392592098,0.10613101177112727,0.15246617129396925,0.022023452154793705
2602800,26,02800,0.04291767860828967,0.0935018456245349,0.07841557008005877,0.04158894250751574,0.09351861079432294,0.07994978106605834,0.04240422335169308,0.09228174020386173,0.07797154105062244,0.12636730054407397,0.12829269408345034,0.12674702257917864,0.0423036148224995,0.0931007322075732,0.07877896406557984,0.1271356724022343,0.01432176814199336
2602901,26,02901,0.05940955665615588,0.12066507421904034,0.0970601098545654,0.059814703307496206,0.11921845970407495,0.0996509006586132,0.05921737311169521,0.11489212830785309,0.09491416816455364,0.14782032831811648,0.15412685060466122,0.14851760976523154,0.0594805443584491,0.11825855407698944,0.09720839289257742,0.15015492956266974,0.021050161184412025
2602902,26,02902,0.06738240493328736,0.12477983299233845,0.1033719283088291,0.06312778466695446,0.12195458496398859,0.09963558551056659,0.06576344547685234,0.12390717585140373,0.10279893388542369,0.15692387983995348,0.14900093354529545,0.14688208436053574,0.06542454502569804,0.12354719793591025,0.10193548256827312,0.15093563258192821,0.021611715367637133
2602903,26,02903,0.056896676968133914,0.10928991703864144,0.09043629978968813,0.056970652073648854,0.11096317694844372,0.09441458442512148,0.05671124296618805,0.11198402987969866,0.09259023182958102,0.14429626030969267,0.15039732370033515,0.14196757719909806,0.05685952400265693,0.11074570795559462,0.09248037201479688,0.14555372040304196,0.01826533594079774
2602904,26,02904,0.05360825286275007,0.13224385230181507,0.11314965362006758,0.05467052241448182,0.13941566596277954,0.12059025222661425,0.05309468519380042,0.13607116516421006,0.11861340730674763,0.15618224637212597,0.15419499212547427,0.15841056068437023,0.05379115349034411,0.13591022780960157,0.11745110438447648,0.15626259972732348,0.018459123425125096
2602905,26,02905,0.06295352743544905,0.12189612077741094,0.10073565517491237,0.06337699879408806,0.12748909698001237,0.10500165130491773,0.06334530699188755,0.12066021797691441,0.10121746003988805,0.1527986005508894,0.1508983907648183,0.16032108904738304,0.06322527774047489,0.12334847857811258,0.10231825550657271,0.1546726934543636,0.021030223071539872
2602906,26,02906,0.04665795965931194,0.09732346427975061,0.08041593250493456,0.04525460588782876,0.10100493650312638,0.08720562141034452,0.0479443381482601,0.09541566420952702,0.07975762184279772,0.1228940551370671,0.12407105874762728,0.12809781776261392,0.04661896789846693,0.09791468833080134,0.08245972525269227,0.12502097721576944,0.015454963078109077
2602907,26,02907,0.07015790635258826,0.1340611368888159,0.1091674743868869,0.06869944901691245,0.132782067844287,0.109055996902574,0.06734690610834096,0.13087347662463977,0.10935049874961106,0.15192893048613293,0.15360524110404544,0.15333386621548634,0.06873475382594722,0.13257222711924757,0.10919132334635732,0.15295601260188824,0.023380903772890246
2602908,26,02908,0.07603132022171882,0.13520988324102787,0.10433978549955128,0.07170539615682497,0.13116564592769508,0.10420978245788498,0.0709260975936088,0.13370165872121784,0.10865929334669494,0.1566226218497626,0.1565602719249431,0.15565417270943338,0.0728876046573842,0.1333590626299803,0.10573628710137706,0.1562790221613797,0.027622775528603233
2603001,26,03001,0.06807125342137842,0.13815078296067895,0.11343904099341819,0.0682247049071014,0.14190572674317598,0.11678666881991938,0.06834415353418391,0.1372730883560033,0.11610500290111853,0.17188456847406686,0.17703712705808833,0.172949495071235,0.0682133706208879,0.13910986601995276,0.1154435709048187,0.17395706353446339,0.02366629511513406
2603002,26,03002,0.055394534347953266,0.1251004625145053,0.11047193832845958,0.05285213006101393,0.12545343065300152,0.1118245544113739,0.052398387064038474,0.12718684404578118,0.11384686917558305,0.15788705356548383,0.15109060385074669,0.15414820222842446,0.05354835049100189,0.125913579071096,0.11204778730513885,0.15437528654821833,0.013865791765957133
2603003,26,03003,0.0790529816173623,0.14504361147418945,0.11877250399509427,0.07570732404852977,0.146119993897172,0.12337830475025038,0.07346603957526536,0.1404194838684406,0.11733998865089817,0.16489200694240158,0.17157525043309585,0.1684949985810824,0.07607544841371915,0.14386102974660067,0.11983026579874761,0.16832075198552662,0.024030763947853057
2603004,26,03004,0.05812494364654653,0.12856177574183986,0.11206996288741805,0.05451970536147194,0.13116770209328885,0.11581778965355807,0.059422849404259015,0.12950947497708676,0.1125285291545082,0.1517387207507734,0.1553552598243902,0.1532664357532198,0.05735583280409249,0.12974631760407182,0.11347209389849477,0.15345347210946111,0.016274223705577046
2603005,26,03005,0.05555778686589645,0.13509011605716909,0.11827006356747685,0.05416597010742184,0.14247565462908404,0.12197935698923028,0.052687994297736025,0.13893223740187494,0.12211638578590134,0.15344305460983632,0.1532841925842809,0.15146323546396315,0.05413725042368477,0.13883266936270935,0.12078860211420282,0.15273016088602678,0.018044067248506532
2603006,26,03006,0.06824387099840823,0.13697374444643304,0.11565411582181773,0.06805752953109738,0.13751690804825817,0.11868716387641617,0.06782421010405018,0.137134130900459,0.11455202825512392,0.15840748918617376,0.15821742264731659,0.15998954238469704,0.06804187021118527,0.13720826113171672,0.11629776931778595,0.1588714847393958,0.020910491813930773
2603100,26,03100,0.05026846578929583,0.10700466264635647,0.09434127658227542,0.05073033304690013,0.10850496600535078,0.09677309115547839,0.049674625900586425,0.1086612034757996,0.09672224294495722,0.1436573774157197,0.14025819478099988,0.13843593513309144,0.05022447491226079,0.10805694404250228,0.09594553689423702,0.14078383577660367,0.012111407148265266
2603201,26,03201,0.05659649108152086,0.1138696296948583,0.09340881445260019,0.05275150848766025,0.11555279111902259,0.09414146884351879,0.05606828963838976,0.11182981368430316,0.0927586323187739,0.1432777473049988,0.15243926375094097,0.14357362125259018,0.05513876306919029,0.11375074483272801,0.0934363052049643,0.14643021076951,0.020314439627763706
2603202,26,03202,0.05238423638244146,0.11846293056223778,0.10188640732244889,0.051361060260134636,0.11884183114966829,0.10145908703981607,0.05224373089614179,0.11538082583940364,0.10059882082573746,0.1413594009676466,0.1396634115749132,0.13784609024760566,0.05199634251290596,0.11756186251710322,0.10131477172933413,0.1396229675967218,0.016247090787769092
2603203,26,03203,0.08286696927616427,0.13396298356170613,0.10270642191433144,0.07975642278407447,0.1333869744136926,0.10529238931358395,0.08458095268203125,0.13530269207360712,0.10337814944136497,0.15453038785290613,0.14830802500622567,0.15334301575957715,0.08240144824742333,0.13421755001633529,0.10379232022309344,0.15206047620623633,0.030425229793241845
2603204,26,03204,0.04815334975455252,0.12147524394771775,0.10754815461286295,0.04885522615792454,0.1272657900915103,0.11226604335380591,0.047435503971127155,0.1178949716939772,0.10439388170277517,0.14454513283122405,0.14799265377418525,0.14621226813757976,0.048148026627868074,0.1222120019110684,0.10806935988981466,0.146250018247663,0.014142642021253746
2603205,26,03205,0.06915321997465382,0.1445537601825719,0.1205325529287487,0.07315441446289606,0.15241838451124406,0.12764700247585947,0.06961758016080498,0.14713190609098267,0.12100448339842851,0.16926830491801997,0.16820831091383875,0.17078199847689934,0.07064173819945162,0.14803468359493288,0.1230613462676789,0.16941953810291935,0.024973337327253986
2603206,26,03206,0.04738213074809569,0.12042319954885711,0.1087729915634277,0.050332920673645073,0.12002401277123025,0.10335142612287528,0.04792196602784263,0.11966068884713535,0.10636740722055506,0.15222579007002052,0.1557407787326427,0.15207539251986057,0.04854567248319447,0.12003596705574089,0.10616394163561933,0.15334732044084126,0.013872025420121559
2603207,26,03207,0.04679451243296697,0.12892583470254665,0.11777145065148414,0.04702179378834151,0.12773259239569335,0.1166088063751516,0.04830874285558848,0.12624134963562395,0.1153157801113381,0.15020237855056878,0.15210385690526354,0.1535872901011014,0.047375016358965655,0.127633258911288,0.11656534571265793,0.15196450851897791,0.011067913198630056
2603208,26,03208,0.054352123536027724,0.136770139400608,0.12261561095496362,0.057263998173743384,0.14133565068156295,0.12157983523167118,0.054760187254307514,0.13820492935987785,0.12014041755619254,0.15327107833107462,0.15532811552753875,0.15464253724795546,0.055458769654692874,0.13877023981401626,0.12144528791427578,0.15441391036885627,0.01732495189974048
2603209,26,03209,0.06588658864296817,0.15484682289753265,0.1374186786166534,0.06246403221619324,0.15000414922627492,0.13916414642297198,0.06552015304204929,0.15157912576844698,0.13541960359107574,0.1693230667267353,0.16999494735301368,0.17103696108504096,0.06462359130040357,0.15214336596408484,0.13733414287690038,0.17011832505493,0.014809223087184464
2603210,26,03210,0.06450439283086304,0.1528249288049074,0.14033712207043864,0.06031411606758509,0.15161464180533707,0.1400128737762657,0.062387662857072014,0.14722378896702737,0.13520757184392873,0.15804512346015745,0.16281192262629732,0.15943445455709077,0.06240205725184005,0.15055445319242394,0.13851918923021103,0.16009716688118183,0.012035263962212911
2603211,26,03211,0.07389559557059172,0.16006641432438756,0.13383682721855875,0.07592175440180407,0.1615282842229836,0.1377107171191267,0.07613123426715904,0.1598742828569061,0.13570442185178333,0.1854957874716015,0.18596359756505035,0.1871246697062201,0.07531619474651828,0.16048966046809243,0.1357506553964896,0.18619468491429067,0.024739005071602843
2603212,26,03212,0.08884089665319007,0.17218379334497824,0.14039007782236787,0.08618751109323566,0.16641924295239224,0.13649280629825772,0.08565073344192145,0.17329873041652966,0.1374300083691034,0.1727876496337355,0.1673611945960227,0.16696151791812658,0.0868930470627824,0.1706339222379667,0.13810429749657632,0.16903678738262826,0.03252962474139037
2603213,26,03213,0.060109035878121955,0.13275320018288686,0.11858331616501472,0.06425726175236161,0.13765615370153217,0.120829443385318,0.06296719156691717,0.13690818154589993,0.11760089774463953,0.1542220145714734,0.15137582753083037,0.1548857256158903,0.062444496399133576,0.1357725118101063,0.11900455243165742,0.15349452257273136,0.016767959378448882
2603300,26,03300,0.05412033671580051,0.12401677782309223,0.1113161770483216,0.05350137908155428,0.12468039786305832,0.1089075658737173,0.051512978948981894,0.12165972249287696,0.10776613733843796,0.15023517556464983,0.15180537546789252,0.149631021171584,0.05304489824877889,0.12345229939300917,0.1093299600868256,0.15055719073470877,0.014122339306183562
