statefp,puma,puma_uid,age_bin_idx,income_bin_idx,count_weighted,prob_joint
06,113,0600113,3,7,366.0,0.009290990785164877
06,113,0600113,3,8,215.0,0.005457822455766253
06,113,0600113,3,9,502.0,0.012743380803696087
06,113,0600113,3,10,656.0,0.016652704795268196
06,113,0600113,3,11,608.0,0.015434214200492473
06,113,0600113,3,12,589.0,0.014951895006727084
06,113,0600113,3,13,294.0,0.007463254893001294
06,113,0600113,3,14,760.0,0.019292767750615593
06,113,0600113,3,15,405.0,0.01028101439342015
06,114,0600114,0,0,199.0,0.0027444868912824614
06,114,0600114,0,1,34.0,0.00046890730805831
06,114,0600114,0,2,52.0,0.0007171523535009448
06,114,0600114,0,3,66.0,0.0009102318332896606
06,114,0600114,0,4,33.0,0.0004551159166448303
06,114,0600114,0,5,35.0,0.0004826986994717897
06,114,0600114,0,6,123.00000000000001,0.001696341143858004
06,114,0600114,0,7,82.0,0.0011308940959053359
06,114,0600114,0,8,82.0,0.0011308940959053359
06,114,0600114,0,9,67.0,0.0009240232247031403
06,114,0600114,0,10,82.0,0.0011308940959053359
06,114,0600114,0,11,239.0,0.0032961425478216498
06,114,0600114,0,12,127.0,0.0017515067095119226
06,114,0600114,0,13,67.0,0.0009240232247031403
06,114,0600114,0,14,45.0,0.0006206126136065868
06,114,0600114,0,15,8.0,0.00011033113130783765
06,114,0600114,1,0,671.0,0.009254023638444882
06,114,0600114,1,1,191.99999999999997,0.0026479471513881033
06,114,0600114,1,2,233.0,0.0032133941993407714
06,114,0600114,1,3,310.00000000000006,0.004275331338178709
06,114,0600114,1,4,547.0,0.007543891103173399
06,114,0600114,1,5,121.0,0.0016687583610310445
06,114,0600114,1,6,593.0,0.008178295108193465
06,114,0600114,1,7,648.0,0.00893682163593485
06,114,0600114,1,8,462.0,0.006371622833027624
06,114,0600114,1,9,1192.0,0.01643933856486781
06,114,0600114,1,10,1927.0,0.026576011253775393
06,114,0600114,1,11,3423.0,0.047207932808341034
06,114,0600114,1,12,2077.0,0.02864471996579735
06,114,0600114,1,13,1964.0,0.027086292736074144
06,114,0600114,1,14,3355.0,0.046270118192224416
06,114,0600114,1,15,7066.0,0.0974499717276476
06,114,0600114,2,0,1143.0,0.015763560385607302
06,114,0600114,2,1,623.0,0.008592036850597857
06,114,0600114,2,2,522.0,0.007199106317836407
06,114,0600114,2,3,337.0,0.004647698906342661
06,114,0600114,2,4,510.0,0.00703360962087465
06,114,0600114,2,5,564.0,0.0077783447572025545
06,114,0600114,2,6,559.0,0.007709387800135156
06,114,0600114,2,7,687.0,0.009474685901060558
06,114,0600114,2,8,769.0,0.010605579996965894
06,114,0600114,2,9,1143.0,0.015763560385607302
06,114,0600114,2,10,1946.0,0.026838047690631507
06,114,0600114,2,11,3476.0,0.04793887655325546
06,114,0600114,2,12,2680.0,0.03696092898812561
06,114,0600114,2,13,2200.0,0.030341061109655353
06,114,0600114,2,14,3527.0,0.048642237515342926
06,114,0600114,2,15,6281.0,0.08662372946806603
06,114,0600114,3,0,1054.0,0.01453612654980761
06,114,0600114,3,1,1417.0,0.019542401632900743
06,114,0600114,3,2,1100.0,0.015170530554827677
06,114,0600114,3,3,1298.0,0.01790122605469666
06,114,0600114,3,4,838.0000000000001,0.011557186004495994
06,114,0600114,3,5,643.0,0.008867864678867451
06,114,0600114,3,6,578.0,0.00797142423699127
06,114,0600114,3,7,490.0,0.006757781792605056
06,114,0600114,3,8,597.0,0.008233460673847384
06,114,0600114,3,9,885.0,0.012205381400929539
06,114,0600114,3,10,1597.0,0.02202485208732709
06,114,0600114,3,11,2267.0,0.03126508433435849
06,114,0600114,3,12,1617.0,0.022300679915596686
06,114,0600114,3,13,1122.0,0.01547394116592423
06,114,0600114,3,14,1464.0,0.02019059702933429
06,114,0600114,3,15,2452.9999999999995,0.033830283137265715
06,115,0600115,0,0,0.0,0.0
06,115,0600115,0,1,0.0,0.0
06,115,0600115,0,2,0.0,0.0
06,115,0600115,0,3,0.0,0.0
06,115,0600115,0,4,9.0,0.00025436662709852465
06,115,0600115,0,5,0.0,0.0
06,115,0600115,0,6,9.0,0.00025436662709852465
06,115,0600115,0,7,26.0,0.0007348369227290713
06,115,0600115,0,8,25.0,0.0007065739641625685
06,115,0600115,0,9,10.000000000000002,0.00028262958566502744
06,115,0600115,0,10,21.0,0.0005935221298965576
06,115,0600115,0,11,35.0,0.000989203549827596
06,115,0600115,0,12,60.0,0.0016957775139901645
06,115,0600115,0,13,0.0,0.0
06,115,0600115,0,14,31.0,0.000876151715561585
06,115,0600115,0,15,28.0,0.0007913628398620768
06,115,0600115,1,0,369.0,0.010429031711039512
06,115,0600115,1,1,213.0,0.006020010174665084
06,115,0600115,1,2,157.0,0.004437284494940931
06,115,0600115,1,3,205.0,0.005793906506133062
06,115,0600115,1,4,111.0,0.0031371884008818043
06,115,0600115,1,5,185.0,0.005228647334803007
06,115,0600115,1,6,299.0,0.00845062461138432
06,115,0600115,1,7,219.0,0.0061895879260641
06,115,0600115,1,8,270.0,0.00763099881295574
06,115,0600115,1,9,882.0,0.024927929455655418
06,115,0600115,1,10,670.0,0.018936182239556835
06,115,0600115,1,11,1709.0,0.04830139619015319
06,115,0600115,1,12,1465.0,0.04140523429992651
06,115,0600115,1,13,1051.0,0.029704369453394382
06,115,0600115,1,14,1139.0,0.032191509807246624
06,115,0600115,1,15,2675.0,0.07560341416539483
06,115,0600115,2,0,639.0,0.01806003052399525
06,115,0600115,2,1,134.0,0.0037872364479113675
06,115,0600115,2,2,150.0,0.004239443784975411
06,115,0600115,2,3,194.0,0.005483013961901532
06,115,0600115,2,4,415.0,0.011729127805098638
06,115,0600115,2,5,217.00000000000003,0.006133062008931095
06,115,0600115,2,6,416.0,0.011757390763665141
06,115,0600115,2,7,325.0,0.009185461534113391
06,115,0600115,2,8,426.0,0.012040020349330167
06,115,0600115,2,9,635.0,0.01794697868972924
06,115,0600115,2,10,996.0,0.028149906732236732
06,115,0600115,2,11,1946.0,0.054999717370414335
06,115,0600115,2,12,1690.0,0.047764399977389634
06,115,0600115,2,13,1177.0,0.033265502232773726
06,115,0600115,2,14,2140.0,0.06048273133231587
06,115,0600115,2,15,3166.0,0.08948052682154768
06,115,0600115,3,0,628.0,0.017749137979763723
06,115,0600115,3,1,516.0,0.014583686620315414
06,115,0600115,3,2,444.0,0.012548753603527217
06,115,0600115,3,3,245.0,0.006924424848793171
06,115,0600115,3,4,434.00000000000006,0.01226612401786219
06,115,0600115,3,5,267.0,0.007546209937256232
06,115,0600115,3,6,360.0,0.010174665083940987
06,115,0600115,3,7,262.0,0.0074048951444237185
06,115,0600115,3,8,188.0,0.005313436210502515
06,115,0600115,3,9,408.0,0.011531287095133118
06,115,0600115,3,10,803.0,0.0226951557289017
06,115,0600115,3,11,1088.0,0.030750098920354983
06,115,0600115,3,12,720.0,0.020349330167881974
06,115,0600115,3,13,648.0,0.018314397151093776
06,115,0600115,3,14,980.0,0.027697699395172685
06,115,0600115,3,15,852.0,0.024080040698660335
06,116,0600116,0,0,17.0,0.0005292652552926526
06,116,0600116,0,1,79.0,0.0024595267745952678
06,116,0600116,0,2,13.0,0.00040473225404732255
06,116,0600116,0,3,0.0,0.0
06,116,0600116,0,4,3.0,9.339975093399751e-05
06,116,0600116,0,5,15.0,0.00046699875466998757
06,116,0600116,0,6,29.0,0.0009028642590286426
06,116,0600116,0,7,0.0,0.0
06,116,0600116,0,8,0.0,0.0
06,116,0600116,0,9,14.0,0.00043586550435865506
06,116,0600116,0,10,50.0,0.001556662515566625
06,116,0600116,0,11,17.0,0.0005292652552926526
06,116,0600116,0,12,0.0,0.0
06,116,0600116,0,13,117.0,0.0036425902864259028
06,116,0600116,0,14,11.0,0.00034246575342465754
06,116,0600116,0,15,115.0,0.003580323785803238
06,116,0600116,1,0,201.0,0.006257783312577833
06,116,0600116,1,1,314.0,0.009775840597758406
06,116,0600116,1,2,122.0,0.0037982565379825655
06,116,0600116,1,3,185.0,0.005759651307596513
06,116,0600116,1,4,230.0,0.007160647571606476
06,116,0600116,1,5,322.0,0.010024906600249066
06,116,0600116,1,6,496.0,0.015442092154420922
06,116,0600116,1,7,89.0,0.0027708592777085927
06,116,0600116,1,8,248.0,0.007721046077210461
06,116,0600116,1,9,307.0,0.009557907845579078
06,116,0600116,1,10,785.0,0.024439601494396015
06,116,0600116,1,11,1567.0,0.048785803237858034
06,116,0600116,1,12,1189.0,0.037017434620174344
06,116,0600116,1,13,1081.0,0.033655043586550436
06,116,0600116,1,14,1669.0,0.05196139476961395
06,116,0600116,1,15,2433.0,0.07574719800747198
06,116,0600116,2,0,523.0,0.0162826899128269
06,116,0600116,2,1,364.0,0.01133250311332503
06,116,0600116,2,2,62.0,0.0019302615193026152
06,116,0600116,2,3,175.0,0.005448318804483188
06,116,0600116,2,4,235.0,0.007316313823163138
06,116,0600116,2,5,71.0,0.0022104607721046077
06,116,0600116,2,6,288.0,0.00896637608966376
06,116,0600116,2,7,258.0,0.008032378580323785
06,116,0600116,2,8,341.0,0.010616438356164383
06,116,0600116,2,9,450.0,0.014009962640099627
06,116,0600116,2,10,1013.9999999999999,0.031569115815691155
06,116,0600116,2,11,1725.0,0.05370485678704857
06,116,0600116,2,12,1712.0,0.053300124533001245
06,116,0600116,2,13,1362.0,0.04240348692403487
06,116,0600116,2,14,1491.0,0.046419676214196764
06,116,0600116,2,15,3250.0,0.10118306351183064
06,116,0600116,3,0,419.0,0.013044831880448318
06,116,0600116,3,1,279.0,0.008686176836861768
06,116,0600116,3,2,289.0,0.008997509339975094
06,116,0600116,3,3,542.0,0.016874221668742216
06,116,0600116,3,4,258.0,0.008032378580323785
06,116,0600116,3,5,230.0,0.007160647571606476
06,116,0600116,3,6,345.0,0.010740971357409713
06,116,0600116,3,7,283.0,0.0088107098381071
06,116,0600116,3,8,343.0,0.010678704856787048
06,116,0600116,3,9,430.0,0.013387297633872976
06,116,0600116,3,10,458.0,0.014259028642590287
06,116,0600116,3,11,628.0,0.019551681195516812
06,116,0600116,3,12,510.99999999999994,0.015909090909090907
06,116,0600116,3,13,476.0,0.01481942714819427
06,116,0600116,3,14,453.0,0.014103362391033623
06,116,0600116,3,15,1137.0,0.03539850560398505
06,117,0600117,0,0,53.0,0.0016340876857618548
06,117,0600117,0,1,0.0,0.0
06,117,0600117,0,2,0.0,0.0
06,117,0600117,0,3,9.0,0.0002774865881482395
06,117,0600117,0,4,0.0,0.0
06,117,0600117,0,5,0.0,0.0
06,117,0600117,0,6,0.0,0.0
06,117,0600117,0,7,0.0,0.0
06,117,0600117,0,8,7.0,0.00021582290189307518
06,117,0600117,0,9,9.0,0.0002774865881482395
06,117,0600117,0,10,2.0,6.166368625516433e-05
06,117,0600117,0,11,0.0,0.0
06,117,0600117,0,12,65.0,0.002004069803292841
06,117,0600117,0,13,28.0,0.0008632916075723007
06,117,0600117,0,14,59.0,0.0018190787445273478
06,117,0600117,0,15,18.0,0.000554973176296479
06,117,0600117,1,0,147.0,0.0045322809397545785
06,117,0600117,1,1,78.0,0.002404883763951409
06,117,0600117,1,2,18.0,0.000554973176296479
06,117,0600117,1,3,168.0,0.005179749645433804
06,117,0600117,1,4,52.0,0.0016032558426342727
06,117,0600117,1,5,0.0,0.0
06,117,0600117,1,6,111.0,0.0034223345871616205
06,117,0600117,1,7,114.0,0.003514830116544367
06,117,0600117,1,8,281.0,0.008663747918850589
06,117,0600117,1,9,209.0,0.006443855213664673
06,117,0600117,1,10,736.0,0.022692236541900473
06,117,0600117,1,11,768.0,0.023678855521983105
06,117,0600117,1,12,764.0,0.023555528149472777
06,117,0600117,1,13,931.0,0.028704445951778998
06,117,0600117,1,14,1972.0,0.060800394647592036
06,117,0600117,1,15,5779.0,0.17817722143429734
06,117,0600117,2,0,116.0,0.0035764938027995313
06,117,0600117,2,1,109.0,0.0033606709009064563
06,117,0600117,2,2,138.0,0.004254794351606339
06,117,0600117,2,3,117.0,0.0036073256459271136
06,117,0600117,2,4,81.0,0.0024973792933341557
06,117,0600117,2,5,116.0,0.0035764938027995313
06,117,0600117,2,6,206.0,0.006351359684281926
06,117,0600117,2,7,71.0,0.002189060862058334
06,117,0600117,2,8,135.0,0.004162298822223592
06,117,0600117,2,9,427.0,0.013165197015477585
06,117,0600117,2,10,540.0,0.01664919528889437
06,117,0600117,2,11,1364.0,0.042054634026022074
06,117,0600117,2,12,1327.0,0.040913855830301535
06,117,0600117,2,13,1238.0,0.03816982179194672
06,117,0600117,2,14,2333.0,0.0719306900166492
06,117,0600117,2,15,4661.0,0.1437072208176605
06,117,0600117,3,0,468.0,0.014429302583708455
06,117,0600117,3,1,386.0,0.011901091447246716
06,117,0600117,3,2,200.0,0.006166368625516433
06,117,0600117,3,3,266.0,0.008201270271936857
06,117,0600117,3,4,263.0,0.00810877474255411
06,117,0600117,3,5,291.0,0.008972066350126411
06,117,0600117,3,6,384.0,0.011839427760991552
06,117,0600117,3,7,177.0,0.005457236233582043
06,117,0600117,3,8,163.0,0.005025590429795893
06,117,0600117,3,9,468.0,0.014429302583708455
06,117,0600117,3,10,597.0,0.018406610347166553
06,117,0600117,3,11,826.0,0.02546710242338287
06,117,0600117,3,12,683.0,0.02105814885613862
06,117,0600117,3,13,301.0,0.009280384781402232
06,117,0600117,3,14,476.0,0.014675957328729112
06,117,0600117,3,15,1128.0,0.03477831904791268
06,118,0600118,0,0,233.0,0.005523814039496456
06,118,0600118,0,1,0.0,0.0
06,118,0600118,0,2,0.0,0.0
06,118,0600118,0,3,0.0,0.0
06,118,0600118,0,4,0.0,0.0
06,118,0600118,0,5,41.0,0.0009720016121002347
06,118,0600118,0,6,0.0,0.0
06,118,0600118,0,7,0.0,0.0
06,118,0600118,0,8,0.0,0.0
06,118,0600118,0,9,73.0,0.0017306370166662716
06,118,0600118,0,10,31.0,0.0007349280481733482
06,118,0600118,0,11,9.0,0.00021336620753419785
06,118,0600118,0,12,29.0,0.0006875133353879709
06,118,0600118,0,13,158.0,0.003745762310044807
06,118,0600118,0,14,12.000000000000002,0.00028448827671226384
06,118,0600118,0,15,38.0,0.0009008795429221687
06,118,0600118,1,0,286.0,0.0067803039283089546
06,118,0600118,1,1,155.0,0.003674640240866741
06,118,0600118,1,2,94.0,0.002228491500912733
06,118,0600118,1,3,65.0,0.0015409781655247624
06,118,0600118,1,4,97.0,0.002299613570090799
06,118,0600118,1,5,69.0,0.001635807591095517
06,118,0600118,1,6,238.0,0.005642350821459899
06,118,0600118,1,7,172.00000000000003,0.004077665299542448
06,118,0600118,1,8,233.0,0.005523814039496456
06,118,0600118,1,9,903.0,0.02140774282259785
06,118,0600118,1,10,579.0,0.013726559351366728
06,118,0600118,1,11,1662.0,0.03940162632464854
06,118,0600118,1,12,2221.0,0.052654038548161496
06,118,0600118,1,13,1354.0,0.032099760555700435
06,118,0600118,1,14,2678.0,0.06348830041962021
06,118,0600118,1,15,5739.000000000001,0.13605651833764018
06,118,0600118,2,0,503.0,0.011924800265522392
06,118,0600118,2,1,374.0,0.008866551290865556
