person_id,puma,AGEP,PINCP,SEX,bldg_id,price_tier
47,3210,70.76773,3738.733,1,UnitedStates_030223203_594978,2
48,3202,80.46742,83352.98,2,225789484,5
49,3212,71.22241,37596.426,1,1287349082,4
50,3212,60.092243,0.080088064,2,444091558,1
51,3203,55.217094,37649.133,2,439633851,4
52,3213,58.397095,36706.785,2,58366895,3
53,3202,55.90024,45360.965,1,717902785,5
54,3203,35.16498,145616.23,1,439633857,5
55,3202,36.615166,39796.766,2,823791824,5
56,3208,30.216694,18226.906,2,854550284,3
57,3212,25.915924,58345.1,2,444201011,5
58,3203,31.963545,30202.062,1,439633858,3
59,3202,70.19873,35370.457,2,225789484,5
60,3208,40.744907,94926.15,2,727102239,5
61,3203,46.566242,24945.762,2,439633858,3
62,3202,13.071709,1200.6349,1,1020931925,5
63,3210,73.98256,3864.8774,1,UnitedStates_030223203_1099691,2
64,3203,24.115585,19895.236,1,439633858,3
65,3211,76.28941,29546.393,2,58431587,3
66,3203,24.015705,41550.4,1,439633866,4
67,3213,61.095367,0.0,1,UnitedStates_030223212_116235,1
68,3208,66.661736,15533.518,2,866334631,3
69,3202,77.63845,35776.383,1,823791824,5
70,3210,83.435,24681.709,2,UnitedStates_030223203_427612,4
71,3213,74.66294,49953.3,1,835833280,4
72,3208,71.0786,6354.2783,1,857657109,2
73,3213,80.35741,24619.996,1,58366895,3
74,3209,52.838997,29622.516,1,1254401179,3
75,3208,36.442837,397.05432,2,933929049,1
76,3210,82.05144,18185.754,1,58424480,3
77,3213,64.36969,79504.14,2,415876759,5
78,3213,37.282593,28852.543,2,58366895,3
79,3208,30.070866,0.0,1,665033776,1
80,3211,71.55168,53332.16,2,58431588,4
81,3209,56.363396,17449.627,1,UnitedStates_030223203_768138,3
82,3209,86.273254,15786.67,2,UnitedStates_030223203_1022696,2
83,3212,25.717428,62195.47,2,1047453583,5
84,3208,18.46631,0.21430385,2,852573345,1
85,3211,63.483345,50122.613,2,397516389,4
86,3211,22.036562,39179.723,2,59734760,4
87,3213,70.11301,0.0,1,UnitedStates_030223212_82772,1
88,3202,17.25674,0.0,1,717902785,5
89,3211,40.53009,133073.2,1,105506811,5
90,3213,85.516525,14563.8545,2,1027129694,2
91,3213,27.6085,7103.147,2,106384974,2
92,3202,49.985394,19308.139,2,823791824,5
93,3212,50.53185,6884.2666,2,369778012,2
94,3213,67.405594,17851.262,2,1080866861,2
95,3213,72.74759,2979.1238,1,UnitedStates_030223212_95233,1
96,3202,24.776878,55251.36,1,823791824,5
97,3213,51.611267,24921.77,2,1080866859,3
98,3213,93.40022,19018.48,2,106388571,2
99,3212,47.860863,236058.14,1,1033910159,5
100,3209,32.77495,14703.462,2,888357185,2
101,3203,50.167072,0.010393377,2,439633865,1
102,3212,15.715965,0.0,1,1037024989,1
103,3213,28.202131,0.11800148,2,UnitedStates_030223212_52815,1
104,3203,46.73364,0.0,2,439633864,1
105,3209,81.24278,10691.991,2,941062733,2
106,3208,74.84125,68261.57,1,424307349,5
107,3213,69.44131,80004.01,1,UnitedStates_030223212_118919,5
108,3202,26.224989,41364.492,1,717902785,5
109,3211,15.100784,0.39413142,1,821258210,1
110,3210,52.33184,12633.726,2,UnitedStates_030223203_33381,3
111,3202,40.210182,70426.44,2,717902785,5
112,3211,43.78351,2814.894,2,371992610,1
113,3202,69.251434,81155.48,2,823791824,5
114,3211,56.597008,82439.086,1,383375165,5
115,3209,72.17661,19772.754,2,UnitedStates_030223203_528531,3
116,3213,12.209015,0.0,2,UnitedStates_030223212_118096,1
117,3202,33.14095,87777.445,2,1020931925,5
118,3212,32.682514,31430.295,1,434930790,4
119,3202,62.337208,53923.64,1,823791824,5
120,3208,71.11026,72050.94,1,932667429,5
121,3208,63.404823,20027.223,2,852568316,3
122,3213,54.489433,159987.58,1,836798419,5
123,3210,32.431488,36510.637,2,1233396518,4
124,3203,57.221832,25363.326,2,439633869,3
125,3203,21.51944,78924.94,2,439633857,5
126,3213,32.55268,70878.29,2,835075781,4
127,3203,76.29803,37482.004,2,439633851,4
128,3202,26.619368,9722.349,1,823791824,5
129,3203,25.413998,329.53723,1,439633864,1
130,3210,59.598328,42541.24,1,UnitedStates_030223203_1099787,5
131,3209,60.423668,25910.303,2,UnitedStates_030223203_873476,3
132,3212,62.238476,54709.816,2,369212724,5
133,3210,69.7536,8893.253,1,1132486874,2
134,3203,26.27143,22128.004,1,439633858,3
135,3208,37.17511,0.0,2,855474692,1
136,3212,21.690521,0.0,2,UnitedStates_030223203_100304,1
137,3210,23.093788,4867.1763,1,1056535383,2
138,3213,68.13974,11023.871,1,1027129694,2
139,3208,80.40144,62557.75,2,702561964,5
140,3209,74.59073,34293.082,1,UnitedStates_030223203_289505,4
141,3210,29.858175,11285.136,2,UnitedStates_030223203_844400,2
142,3212,63.963844,28895.693,2,350207119,4
143,3202,32.592342,3423.3833,2,823791824,5
144,3208,38.068752,145093.77,2,324117925,5
145,3213,16.690102,0.0,2,465935981,1
146,3202,82.50703,19971.242,2,717902785,5
147,3212,67.24937,0.0,1,819901813,1
148,3208,68.16104,54435.85,1,714448971,5
149,3212,24.569164,16975.623,1,780620232,3
150,3202,50.681164,50660.812,2,823791824,5
151,3208,24.534914,40026.52,2,732400133,4
152,3202,27.410944,7050.8135,1,823791824,5
153,3210,34.039997,54663.504,2,1222762397,5
154,3203,57.16994,59895.3,2,439633852,4
155,3211,79.53545,14011.602,2,910657908,2
156,3213,55.28791,234825.88,1,1027129700,5
157,3202,51.948586,51369.43,1,823791824,5
158,3212,69.39186,34945.766,2,370363785,4
159,3202,37.971878,108879.81,1,823791824,5
160,3208,78.11569,22283.45,1,884830788,3
161,3208,33.508453,7071.0786,1,314035679,2
162,3209,62.640907,82902.516,1,1200017874,5
163,3213,67.78498,23233.342,2,58366895,3
164,3211,30.07392,11975.1875,2,568340047,2
165,3203,34.462326,113792.69,2,439633857,5
166,3203,80.17955,6966.83,2,439633853,2
167,3212,18.336277,0.0,1,376781300,1
168,3213,29.3126,15402.576,2,586981934,2
169,3209,79.4946,48829.676,1,1153792631,4
170,3208,54.280388,44789.746,1,660558024,4
171,3213,30.678377,5953.129,1,1080866861,2
172,3203,59.434788,60244.99,1,439633851,4
173,3202,31.70411,45356.727,1,823791824,5
174,3213,45.636765,5169.753,2,UnitedStates_030223212_103235,2
175,3212,59.33832,38497.496,1,378081045,4
176,3211,63.98389,0.0,2,59585096,1
177,3213,19.028337,0.0,2,1027129703,1
178,3213,25.266466,5794.7974,2,106384974,2
179,3211,31.282537,84414.38,2,59255039,5
180,3212,68.15497,103202.05,1,349614579,5
181,3203,68.01942,11339.265,2,439633853,2
182,3202,27.779613,0.0,1,823791824,5
183,3211,27.94684,18287.379,2,58431587,3
184,3211,40.512955,70531.836,1,59255039,5
185,3202,43.74572,76496.125,2,823791824,5
186,3208,53.429764,31992.352,1,1287285402,4
187,3213,27.29288,59162.832,2,UnitedStates_030223212_27480,4
188,3210,32.86211,0.0,2,1094477729,1
189,3210,28.82937,13722.657,2,UnitedStates_030223203_600234,3
190,3203,59.91456,10415.003,1,439633853,2
191,3209,76.22412,13812.432,2,UnitedStates_030223203_967625,2
192,3209,84.4267,53371.39,2,UnitedStates_030223203_523079,5
193,3202,30.59101,138410.44,1,225789484,5
194,3213,83.61832,0.0,1,855476984,1
195,3210,13.866413,0.028590748,1,1126503477,1
196,3202,47.808422,54032.312,2,823791824,5
197,3211,83.05998,29208.951,1,302114316,3
198,3213,40.26168,32277.768,1,58366895,3
199,3210,18.519133,8510.482,1,UnitedStates_030223203_600671,2
200,3203,35.205193,69416.67,1,439633857,5
201,3202,17.48947,12162.961,1,823791824,5
202,3211,60.4789,45335.06,2,UnitedStates_030223203_949993,4
203,3203,75.32855,22660.535,2,439633869,3
204,3210,30.767263,17858.107,2,1153627384,3
205,3210,42.630802,0.0,2,UnitedStates_030223212_151000,1
206,3213,49.141186,64316.535,2,1027129671,4
207,3202,29.052872,105793.81,1,225789484,5
208,3209,74.461624,21972.572,1,UnitedStates_030223203_995140,3
209,3211,61.226097,11380.652,2,436932920,2
210,3202,25.58769,45343.1,2,225789484,5
211,3208,59.49516,11153.201,1,703189278,2
212,3202,50.594498,0.15562564,2,823791824,5
213,3211,40.283016,79070.87,2,626777701,5
214,3202,73.74315,91760.1,1,823791824,5
215,3208,50.868614,11.42593,2,858680710,1
216,3213,22.976059,4144.314,1,UnitedStates_030223212_111800,2
217,3209,38.20269,65551.13,1,890853365,5
218,3213,22.642366,32373.152,2,58366895,3
219,3211,15.26725,39599.14,1,858019626,4
220,3213,41.257362,18301.25,1,1080866861,2
221,3202,87.890274,18281.676,1,823791824,5
222,3202,49.396996,65224.99,1,717902785,5
223,3202,64.19241,74172.41,2,225789484,5
224,3212,46.302307,10814.674,1,807570954,2
225,3210,50.60162,58530.184,2,UnitedStates_030223203_433659,5
226,3209,71.04447,411818.7,1,UnitedStates_030223203_212244,5
227,3202,68.5155,104356.945,2,823791824,5
228,3211,77.33632,97707.35,2,110580105,5
229,3203,37.162354,47231.137,1,439633851,4
230,3211,56.068832,32546.201,1,68953512,4
231,3208,69.087524,23570.707,1,886310734,3
232,3209,51.101925,14876.609,2,1155053645,2
233,3212,46.401165,54416.8,1,UnitedStates_030223203_323166,5
234,3202,40.904083,18929.467,2,823791824,5
235,3210,51.79946,13509.093,2,322294276,3
236,3203,15.236675,0.0,2,439633864,1
237,3212,50.682503,51668.6,1,UnitedStates_030223203_1067290,5
238,3209,41.58087,27910.299,2,UnitedStates_030223203_584439,3
239,3213,63.608147,75603.18,1,UnitedStates_030223212_152757,4
240,3202,44.914734,54293.89,2,823791824,5
241,3213,28.623014,39347.1,2,58366895,3
242,3212,60.97599,164195.88,2,737638724,5
243,3209,57.699615,14259.211,2,180727467,2
244,3212,59.688118,4335.627,2,903913630,2
245,3210,75.829994,44408.137,2,UnitedStates_030223203_872188,5
246,3211,63.727737,31333.117,2,69000298,4
247,3213,96.72923,7618.144,2,1027129697,2
248,3202,47.14349,4194.762,2,823791824,5
249,3212,66.08783,67753.22,2,1270106330,5
250,3208,25.900322,15631.679,2,887617436,3
251,3203,61.85868,7106.474,1,439633853,2
252,3213,67.35198,88146.97,2,416750866,5
253,3211,27.984938,37542.25,2,985871995,4
254,3209,63.598114,38426.258,2,693638358,4
255,3208,52.301773,32984.42,1,542464723,4
256,3213,47.222256,27797.93,1,58366895,3
257,3202,55.788727,80894.45,1,717902785,5
258,3211,41.53845,0.0,1,545743265,1
259,3212,18.515984,14888.007,1,444148017,3
260,3212,81.94971,39136.516,1,UnitedStates_030223203_639841,4
261,3203,50.027798,24044.582,1,439633858,3
262,3212,33.649223,2256.0398,1,162766854,2
263,3203,17.258045,0.0,1,439633864,1
264,3208,49.870274,3947.3557,2,619878746,1
265,3208,84.03732,48366.523,1,859386059,5
266,3209,82.90619,10676.033,1,757393264,2
267,3202,51.47632,101066.25,1,823791824,5
268,3208,64.96529,17344.896,2,905101372,3
269,3202,33.839752,118318.04,1,823791824,5
270,3211,53.497677,0.0,2,371992587,1
271,3212,62.960537,33969.914,1,627582855,4
272,3202,31.4492,89481.49,1,225789484,5
273,3211,59.84143,39588.98,1,381076629,4
274,3212,72.94679,0.16024157,2,539113406,1
275,3213,64.06653,23294.021,2,58366895,3
276,3212,34.560772,0.0,2,852052363,1
277,3208,63.810326,13561.298,2,910541381,2
278,3213,35.84384,66268.07,2,835053083,4
279,3213,24.355402,4117.5425,1,415869781,2
280,3209,50.821342,0.20621529,2,1164553270,1
281,3211,26.060915,26662.135,1,69411272,3
282,3213,18.727287,424.73813,1,1027129693,1
283,3209,56.438354,41741.88,1,941559830,4
284,3212,29.707212,92923.78,2,1218984681,5
285,3211,28.964819,6728.2856,2,396275731,2
286,3203,57.507683,101745.54,1,439633857,5
287,3211,30.83524,110951.4,2,68995397,5
288,3210,29.202612,0.0,1,1179487922,1
289,3202,16.555708,11312.087,1,225789484,5
290,3208,72.71503,8854.008,1,947308139,2
291,3202,45.327026,379.1805,2,823791824,5
292,3209,80.92875,25980.057,2,688738546,3
293,3208,75.64148,1188.9391,1,677174602,1
294,3208,53.83136,0.1856475,1,58326453,1
295,3210,35.417824,33340.7,2,734534853,4
296,3202,43.669586,16109.404,2,823791824,5
297,3213,35.121468,69861.84,2,1027129674,4
298,3211,83.59549,80462.12,1,105506811,5
299,3212,80.87601,13833.288,1,1185052387,3
300,3213,88.2186,36409.973,2,58366895,3
301,3210,62.95622,74689.234,2,UnitedStates_030223203_916784,5
302,3202,78.6421,38383.406,1,225789484,5
303,3211,52.390495,17489.764,1,71187613,3
304,3210,35.954884,13001.756,2,58427153,3
305,3212,70.654,25868.7,2,UnitedStates_030223203_662086,4
306,3209,24.555733,81354.48,1,UnitedStates_030223203_934345,5
307,3212,48.50321,0.0046504056,2,UnitedStates_030223203_222988,1
308,3213,24.910809,50832.38,1,1027129672,4
309,3208,63.5076,13066.498,1,649222094,2
310,3202,86.18326,34951.133,1,823791824,5
311,3208,13.270088,0.0053826678,2,4515821,1
312,3211,54.054703,14715.751,1,454369716,2
313,3208,35.687675,895.95996,1,860118338,1
314,3210,24.026339,13627.356,1,1134092695,3
315,3202,19.948614,19293.193,1,823791824,5
316,3211,43.42716,42378.86,1,UnitedStates_030223212_118580,4
317,3203,19.017231,0.114288725,1,439633864,1
318,3203,17.807833,0.0,1,439633867,1
319,3212,27.164106,5891.9043,1,953106569,2
320,3210,76.19351,11401.501,1,314048193,2
321,3209,17.62571,0.0,2,1025384820,1
322,3213,22.711775,37528.04,1,415877419,3
323,3202,61.994473,89570.29,1,717902785,5
324,3211,22.02991,1865.2598,2,59288226,1
325,3203,34.933765,43154.51,2,439633851,4
326,3202,35.26305,88864.336,1,1020931925,5
327,3211,70.72835,16525.648,1,107327514,2
328,3208,55.779278,101642.34,2,1289852626,5
329,3203,22.671692,30833.502,2,439633858,3
330,3213,23.120794,25842.438,1,58366895,3
331,3203,63.522633,14156.997,2,439633853,2
332,3209,35.128788,111223.14,2,UnitedStates_030223203_395960,5
333,3202,66.84064,129532.05,1,823791824,5
334,3202,33.90834,10339.131,1,823791824,5
335,3213,41.77968,204419.39,2,942522788,5
336,3212,19.672066,349.92477,1,440877196,1
337,3209,30.747976,0.0,1,1169679469,1
338,3203,64.14714,0.08973302,2,439633865,1
339,3210,59.028748,9445.598,1,512995085,2
340,3202,45.100983,17958.52,1,823791824,5
341,3211,39.178497,41977.094,2,394702640,4
342,3211,39.625446,69187.8,2,9531426,5
343,3210,32.956158,26587.938,1,UnitedStates_030223203_905392,4
344,3210,14.812138,0.033907406,1,UnitedStates_030223203_888778,1
345,3202,55.47799,135465.64,1,225789484,5
346,3203,64.005455,202786.61,2,439633857,5
347,3210,35.426422,9928.252,2,1126503471,2
348,3208,68.68623,33653.258,2,1285857521,4
349,3213,50.006012,46741.05,1,1027115454,4
350,3213,57.27716,129299.52,1,1179487958,5
351,3202,68.622856,60646.727,2,225789484,5
352,3210,90.74548,12979.355,2,UnitedStates_030223203_72409,3
353,3211,55.642014,70243.92,1,112057847,5
354,3202,78.00874,36746.082,2,823791824,5
355,3203,60.174458,61073.62,1,439633866,4
356,3211,66.94354,7210.57,1,69117882,2
357,3213,23.28816,4562.857,1,1080866861,2
358,3203,69.11302,6970.532,2,439633853,2
359,3203,62.85352,2392.5361,2,439633864,1
360,3212,67.32699,41745.46,2,60725183,4
361,3210,54.918076,28048.709,2,1284973484,4
362,3209,66.172516,14978.846,2,UnitedStates_030223203_578867,2
363,3203,58.20875,33474.004,1,439633863,4
364,3202,47.13868,52606.805,1,823791824,5
365,3202,64.77738,148285.9,1,717902785,5
366,3210,68.24114,33594.832,2,322294275,4
367,3203,28.62986,63042.69,2,439633857,5
368,3213,27.95229,48573.477,1,UnitedStates_030223212_85723,4
369,3202,74.87763,14804.819,1,717902785,5
370,3208,60.909157,52587.742,2,727074855,5
371,3208,62.388977,64608.797,2,707358821,5
372,3203,41.020226,13767.479,1,439633861,2
373,3211,23.28244,13552.944,2,UnitedStates_030223212_41452,2
374,3210,22.9181,0.024274861,2,1129221049,1
375,3211,58.84429,49426.906,1,955345367,4
376,3202,87.67734,88924.36,2,823791824,5
377,3208,46.19969,5440.5073,2,866348905,2
378,3209,29.330786,7218.3384,1,UnitedStates_030223203_295037,2
379,3208,45.47618,10637.704,2,917970252,2
380,3202,15.733223,0.0,2,823791824,5
381,3203,56.484818,12914.048,2,439633853,2
382,3213,20.521696,8820.352,1,59288377,2
383,3202,67.51203,84709.79,1,823791824,5
384,3212,51.067448,34051.035,1,1119613751,4
385,3212,72.94866,5026.928,2,162766854,2
386,3208,24.42876,1030.6575,2,758787655,1
387,3209,72.79591,29465.125,1,688248193,3
388,3212,41.464348,64054.727,2,385519117,5
389,3211,59.83061,78823.31,2,856670827,5
390,3212,36.87646,60574.066,2,UnitedStates_030223203_389644,5
391,3211,60.810905,28044.51,2,438020833,3
392,3211,21.939543,6103.0874,2,69021564,2
393,3213,15.684959,0.21557026,2,1027129693,1
394,3212,74.55351,28742.164,1,UnitedStates_030223203_439506,4
395,3202,63.414246,13158.855,1,823791824,5
396,3211,33.173416,61062.67,2,UnitedStates_030223212_87245,5
397,3202,84.689705,12094.849,1,823791824,5
398,3208,63.72982,20682.92,2,1286150443,3
399,3208,23.950403,23959.404,2,734353242,3
400,3203,47.38502,9448.5625,2,439633861,2
401,3213,64.72803,10701.591,2,1080866861,2
402,3202,20.656134,0.0,1,823791824,5
403,3202,30.79083,31463.646,2,823791824,5
404,3203,63.51124,111934.18,2,439633857,5
405,3213,32.32367,25787.436,2,58366895,3
406,3203,55.385567,0.0,2,439633864,1
407,3212,55.749687,32553.744,2,732672920,4
408,3202,87.32771,9765.73,2,823791824,5
409,3210,51.605106,0.0,2,1126503477,1
410,3213,47.246075,56261.055,1,835763340,4
411,3211,63.02402,9133.554,1,352676449,2
412,3213,30.459282,95892.19,2,896623534,5
413,3210,74.267166,25899.754,2,UnitedStates_030223203_794708,4
414,3213,65.74383,10853.112,1,586983791,2
415,3212,67.223045,35401.707,2,851967401,4
416,3211,57.984993,115101.555,2,831443701,5
417,3213,44.567844,40034.805,1,UnitedStates_030223212_35475,3
418,3210,28.767118,78879.86,2,1118801243,5
419,3208,60.512077,33804.508,1,714781647,4
420,3209,56.3144,2901.7932,1,654818791,1
421,3203,62.55124,15794.261,2,439633853,2
422,3211,56.38721,30799.645,2,985871996,4
423,3202,75.003044,19614.215,2,823791824,5
424,3210,66.49053,0.04676241,2,1132486870,1
425,3209,19.647034,2526.1067,1,1260645321,1
426,3211,31.087254,105334.03,2,10011997_1,5
427,3211,29.08173,0.0,2,369321773,1
428,3202,38.354084,71166.56,1,823791824,5
429,3210,55.90823,27765.473,2,834843782,4
430,3208,26.266447,24305.25,1,732213006,3
431,3210,39.516975,18149.125,1,UnitedStates_030223203_750267,3
432,3211,25.772007,5383.08,2,69021690,2
433,3210,63.061157,32522.31,1,UnitedStates_030223203_233028,4
434,3211,68.74162,10547.195,1,69117882,2
435,3209,39.990597,0.0,2,1164553282,1
436,3209,48.05292,26139.467,1,UnitedStates_030223203_272984,3
437,3203,41.11574,54771.316,2,439633866,4
438,3203,54.66633,0.10818559,2,439633864,1
439,3211,76.72698,39643.273,1,320394136,4
440,3211,74.15186,133000.38,1,69000352,5
441,3203,56.004444,65751.92,2,439633857,5
442,3213,43.31543,82434.445,1,409620411,5
443,3211,30.531,0.17614925,2,894303470,1
444,3209,77.808075,17942.53,2,462803128,3
445,3212,50.866035,17568.137,2,410109898,3
446,3209,60.926807,24643.486,1,890799744,3
447,3209,65.88023,31076.525,2,462801470,4
448,3203,71.23942,21172.557,1,439633859,3
449,3202,33.221,140536.08,2,823791824,5
450,3211,26.89822,15485.636,2,105782682,2
451,3212,79.0517,53338.47,2,931245270,5
452,3211,40.844116,43126.863,2,825861604,4
453,3208,72.01339,21018.244,2,263446511,3
454,3210,81.57614,49311.316,2,1118802632,5
455,3210,22.07762,11289.84,2,1222821932,2
456,3213,32.225414,41795.137,2,855507145,4
457,3208,35.88274,0.0,2,778592244,1
458,3202,66.769424,98812.164,1,823791824,5
459,3213,79.92543,201174.55,1,415881906,5
460,3213,28.682915,84553.2,2,UnitedStates_030223212_23598,5
461,3202,77.57672,59156.062,2,823791824,5
462,3203,40.442898,0.0,2,439633867,1
463,3210,59.48396,3399.9211,2,322052744,2
464,3212,21.699883,8179.7773,1,51495146,2
465,3210,51.690987,33261.555,2,1153392280,4
466,3203,58.602905,18583.742,2,439633858,3
467,3202,41.65561,2892.581,2,823791824,5
468,3209,55.76991,54818.504,1,688947692,5
469,3212,55.175594,7631.6787,1,162766854,2
470,3203,51.974876,2797.0872,1,439633864,1
471,3202,73.0653,7774.675,2,823791824,5
472,3209,74.51932,27279.652,1,UnitedStates_030223203_629087,3
473,3203,86.49667,57570.23,1,439633852,4
474,3202,71.48944,85564.266,1,717902785,5
475,3211,16.088013,0.5557288,2,423975525,1
476,3212,41.183163,45953.055,1,984765242,5
477,3208,44.627075,67876.55,1,761854102,5
478,3203,55.347824,38890.723,2,439633851,4
479,3203,62.531204,34024.81,2,439633866,4
480,3208,36.784775,11302.563,2,1289853178,2
481,3210,56.9502,32038.945,1,734452398,4
482,3209,52.02888,43465.41,1,689735373,4
483,3208,76.70633,6055.868,1,871923645,2
484,3210,61.018345,25479.02,1,UnitedStates_030223203_294551,4
485,3211,79.32338,35049.74,2,288926984,4
486,3210,39.910988,57720.15,1,1118802632,5
487,3208,28.132153,21138.52,2,727034818,3
488,3210,28.732119,4955.548,1,1154377436,2
489,3210,19.213442,4.7053075,1,UnitedStates_030223203_1105531,1
490,3203,56.091553,61595.855,1,439633857,5
491,3203,38.143475,60433.1,2,439633852,4
492,3209,18.41489,1318.2332,1,948469929,1
493,3210,45.15664,1953.3765,1,UnitedStates_030223203_55445,1
494,3210,34.54772,24505.818,1,734534853,4
495,3208,47.75029,15925.98,2,1153629475,3
496,3210,39.40654,100368.625,2,UnitedStates_030223203_860491,5
497,3213,22.313728,33856.453,2,1201551485,3
498,3208,28.436258,11750.135,2,947308139,2
499,3212,18.402565,0.23785006,1,1222262230,1
500,3202,55.240246,38516.26,2,225789484,5
501,3213,77.62426,6744.7153,2,1232789483,2
502,3213,48.618504,80315.76,2,638451100,5
503,3203,68.07505,13882.772,2,439633853,2
504,3202,61.575005,30536.033,1,823791824,5
505,3209,32.78202,48789.83,1,UnitedStates_030223203_301578,4
506,3202,45.493763,121411.055,2,823791824,5
507,3213,30.611822,51534.203,2,1027115454,4
508,3213,19.614426,11927.825,2,415869781,2
509,3213,72.34466,40856.766,1,58366895,3
510,3210,35.41622,32301.11,2,UnitedStates_030223203_327945,4
511,3209,51.865517,6676.561,1,448640924,2
512,3212,21.298359,1309.9275,1,442983045,1
513,3210,67.528885,23566.145,1,1160764389,4
514,3203,46.917664,43417.062,1,439633852,4
515,3213,68.11244,0.0,2,1179487941,1
516,3208,80.6214,16855.594,2,731998051,3
517,3211,45.394543,31819.273,1,1124066818,4
518,3209,56.283432,13114.14,1,UnitedStates_030223203_485000,2
519,3202,16.028015,0.0,2,823791824,5
520,3203,48.82455,6003.062,1,439633861,2
521,3210,23.444767,34397.637,1,UnitedStates_030223203_166333,4
522,3202,56.17505,13621.496,2,823791824,5
523,3202,31.614803,46023.71,2,823791824,5
524,3208,46.802166,12237.944,2,925881186,2
525,3211,57.055656,32988.76,2,653692286,4
526,3210,57.1876,43136.82,2,903398405,5
527,3203,55.426502,49140.434,2,439633851,4
528,3211,49.531643,10045.984,2,417940945,2
529,3209,82.86786,79470.71,1,1153603539,5
530,3213,50.28704,3228.886,1,465935981,1
531,3211,41.942802,16270.095,2,69000310,2
532,3212,27.843517,10158.135,2,445616164,2
533,3203,23.318691,0.017951936,2,439633868,1
534,3202,50.919643,125579.664,1,823791824,5
535,3203,26.076283,15000.461,1,439633853,2
536,3208,47.641644,18816.95,2,894002782,3
537,3209,61.431885,18480.19,2,UnitedStates_030223203_456071,3
538,3203,26.040308,3749.9377,2,439633868,1
539,3211,99.0,46172.35,2,965070600,4
540,3212,37.721306,23349.316,1,UnitedStates_030223203_1106058,3
541,3203,54.494984,9054.891,2,439633853,2
542,3209,69.83754,16836.121,1,UnitedStates_030223203_296197,2
543,3210,46.794685,40439.492,2,UnitedStates_030223203_1016280,4
544,3211,20.452042,11086.841,1,114015737,2
545,3202,69.38612,34758.9,2,823791824,5
546,3203,61.49377,67712.13,1,439633857,5
547,3211,24.909336,132250.22,1,947461245,5
548,3210,92.572395,47229.242,2,1124336585,5
549,3213,63.31323,33677.34,2,58366895,3
550,3208,68.57676,22625.572,1,762097852,3
551,3208,59.48012,14850.61,2,UnitedStates_030223203_839859,3
552,3203,13.501808,0.0,1,439633867,1
553,3203,63.38877,59386.24,1,439633851,4
554,3210,83.16501,93246.65,2,1222826849,5
555,3203,29.2691,36926.973,2,UnitedStates_030223203_939472,4
556,3212,61.100483,28374.209,2,60725183,4
557,3203,60.534416,7725.798,2,439633853,2
558,3211,26.067368,6271.282,1,423974725,2
559,3210,20.998344,15669.144,2,UnitedStates_030223203_960916,3
560,3210,57.416553,7587.224,1,UnitedStates_030223203_678357,2
561,3213,59.599796,15598.944,1,386884100,2
